eid,Caseid,Activity,Resource,CompleteTimestamp
204,4507000907_00020,Create Purchase Order Item,user_172,370
384,4507001411_00040,Create Purchase Order Item,user_172,466
1084,4507003697_00020,Create Purchase Order Item,user_172,705
1724,4507004361_00030,Create Purchase Order Item,user_172,802
1726,4507004364_00040,Create Purchase Order Item,user_172,802
1905,4507005107_00020,Vendor creates invoice,NONE,2568
4194,4507010745_00030,Create Purchase Order Item,user_172,1474
6489,4507017206_00020,Create Purchase Order Item,user_172,2145
11012,4507029260_00020,Vendor creates invoice,NONE,3912
12291,4507032427_00060,Vendor creates invoice,NONE,4608
13230,4507035342_00090,Create Purchase Order Item,user_072,4095
13241,4507035342_00130,Create Purchase Order Item,user_072,4095
13450,4507036316_00010,Create Purchase Requisition Item,batch_08,4200
13451,4507036316_00010,Create Purchase Order Item,user_142,4212
13746,4507036715_00010,Create Purchase Order Item,user_043,4240
13769,4507036724_00010,Create Purchase Order Item,user_043,4240
13783,4507036732_00010,Create Purchase Order Item,user_043,4240
13784,4507036732_00010,Vendor creates invoice,NONE,6360
13827,4507036763_00010,Create Purchase Order Item,user_043,4240
13922,4507037273_00020,Create Purchase Order Item,user_147,4331
13968,4507037470_00020,Create Purchase Order Item,user_042,4352
14205,4507038025_00010,Create Purchase Order Item,user_147,4383
15051,4507039812_00700,Vendor creates invoice,NONE,5064
15052,4507039812_00700,Create Purchase Order Item,user_286,5080
15318,4507040765_00010,Create Purchase Order Item,user_079,4691
15452,4507041159_00010,Create Purchase Order Item,user_072,4721
15453,4507041159_00010,Vendor creates invoice,NONE,5112
15955,4508042961_00010,Create Purchase Order Item,user_147,4918
16228,4508043511_00010,Create Purchase Order Item,user_043,5009
16230,4508043511_00020,Vendor creates invoice,NONE,6360
16233,4508043512_00010,Create Purchase Order Item,user_043,5009
16665,4508045037_00020,Create Purchase Order Item,user_147,5203
16729,4508045056_00010,Create Purchase Order Item,user_286,5204
16732,4508045056_00020,Create Purchase Order Item,user_286,5204
16866,4508045553_00010,Create Purchase Order Item,user_043,5243
16876,4508045555_00010,Create Purchase Order Item,user_043,5243
16889,4508045565_00010,Create Purchase Order Item,user_043,5243
16892,4508045569_00010,Create Purchase Order Item,user_043,5243
16991,4508045943_00060,Create Purchase Order Item,user_286,5272
16992,4508045943_00060,Vendor creates invoice,NONE,6120
17074,4508045955_00070,Create Purchase Order Item,user_286,5273
17174,4508046231_00010,Create Purchase Order Item,user_178,5341
17175,4508046231_00010,Change Quantity,user_178,5366
17247,4508046625_00240,Create Purchase Order Item,user_042,5383
17248,4508046625_00240,Change Price,user_042,5386
17262,4508046755_00060,Create Purchase Order Item,user_387,5413
17263,4508046755_00060,Change Quantity,user_387,5432
17302,4508046930_00010,Create Purchase Order Item,user_178,5411
17416,4508047176_00030,Create Purchase Order Item,user_286,5438
17427,4508047187_00010,Create Purchase Order Item,user_286,5439
17428,4508047187_00010,Vendor creates invoice,NONE,6048
17438,4508047202_00010,Create Purchase Order Item,user_286,5439
17459,4508047389_00020,Create Purchase Order Item,user_068,5507
17462,4508047389_00030,Create Purchase Order Item,user_068,5507
17500,4508047538_00010,Create Purchase Order Item,user_286,5510
17526,4508047542_00040,Create Purchase Order Item,user_286,5511
17591,4508047561_00100,Create Purchase Order Item,user_286,5511
17597,4508047561_00230,Create Purchase Order Item,user_286,5511
17600,4508047571_00010,Create Purchase Order Item,user_286,5511
17631,4508047650_00010,Create Purchase Order Item,user_072,5528
17641,4508047860_00010,Create Purchase Order Item,user_072,5552
17643,4508047860_00020,Create Purchase Order Item,user_072,5552
17661,4508047933_00010,Create Purchase Order Item,user_043,5553
17662,4508047933_00010,Vendor creates invoice,NONE,6360
17700,4508048099_00040,Create Purchase Order Item,user_286,5561
17702,4508048099_00050,Create Purchase Order Item,user_286,5561
17712,4508048101_00010,Create Purchase Order Item,user_286,5561
17730,4508048102_00050,Create Purchase Order Item,user_286,5561
17732,4508048102_00060,Create Purchase Order Item,user_286,5561
17804,4508048287_00010,Create Purchase Order Item,user_043,5580
17807,4508048288_00010,Create Purchase Order Item,user_043,5580
17811,4508048289_00010,Create Purchase Order Item,user_043,5580
17818,4508048290_00010,Create Purchase Order Item,user_043,5580
17822,4508048291_00010,Create Purchase Order Item,user_043,5580
17829,4508048312_00020,Create Purchase Order Item,user_142,5746
17830,4508048312_00020,Change Quantity,user_142,5866
17831,4508048312_00020,Vendor creates invoice,NONE,6360
17853,4508048410_00340,Create Purchase Order Item,user_038,5600
17854,4508048410_00340,Change Price,user_038,5602
17878,4508048565_00040,Create Purchase Order Item,user_286,5608
17881,4508048566_00010,Create Purchase Order Item,user_286,5608
17896,4508048570_00020,Create Purchase Order Item,user_286,5608
17897,4508048570_00020,Vendor creates invoice,NONE,6264
17913,4508048573_00190,Create Purchase Order Item,user_286,5608
17916,4508048575_00010,Create Purchase Order Item,user_286,5608
17917,4508048575_00010,Vendor creates invoice,NONE,6240
18029,4508049190_00010,Create Purchase Order Item,user_059,5722
18030,4508049190_00010,Vendor creates invoice,NONE,6240
18061,4508049528_00010,Create Purchase Order Item,user_286,5749
18062,4508049528_00010,Vendor creates invoice,NONE,6240
18065,4508049528_00020,Create Purchase Order Item,user_286,5749
18066,4508049528_00020,Vendor creates invoice,NONE,6240
18071,4508049530_00020,Create Purchase Order Item,user_286,5749
18073,4508049532_00010,Create Purchase Order Item,user_286,5749
18077,4508049533_00020,Create Purchase Order Item,user_286,5749
18087,4508049533_00100,Create Purchase Order Item,user_286,5749
18167,4508049926_00010,Create Purchase Order Item,user_059,5844
18170,4508049940_00020,Create Purchase Order Item,user_068,5845
18219,4508050306_00010,Create Purchase Order Item,user_091,5871
18220,4508050306_00010,Vendor creates invoice,NONE,6360
18222,4508050309_00010,Create Purchase Order Item,user_091,5871
18223,4508050309_00010,Vendor creates invoice,NONE,6288
18238,4508050375_00010,Create Purchase Order Item,user_286,5873
18241,4508050376_00010,Create Purchase Order Item,user_286,5873
18242,4508050376_00010,Change Approval for Purchase Order,user_286,6106
18244,4508050376_00030,Create Purchase Order Item,user_286,6106
18245,4508050376_00030,Change Approval for Purchase Order,user_286,6106
18247,4508050378_00010,Create Purchase Order Item,user_286,5873
18271,4508050383_00010,Create Purchase Order Item,user_286,5873
18272,4508050383_00010,Vendor creates invoice,NONE,6240
18274,4508050385_00010,Create Purchase Order Item,user_286,5874
18275,4508050385_00010,Change Quantity,user_286,6107
18352,4508050897_00020,Create Purchase Order Item,user_286,5921
18353,4508050897_00020,Vendor creates invoice,NONE,6360
18355,4508050897_00030,Create Purchase Order Item,user_286,5921
18356,4508050897_00030,Vendor creates invoice,NONE,6120
18363,4508050898_00010,Create Purchase Order Item,user_286,5921
18365,4508050898_00020,Create Purchase Order Item,user_286,5921
18367,4508050898_00040,Create Purchase Order Item,user_286,5921
18369,4508050898_00050,Create Purchase Order Item,user_286,5921
18371,4508050898_00060,Create Purchase Order Item,user_286,5921
18373,4508050898_00070,Create Purchase Order Item,user_286,5921
18375,4508050898_00080,Create Purchase Order Item,user_286,5921
18377,4508050898_00090,Create Purchase Order Item,user_286,5921
18379,4508050898_00100,Create Purchase Order Item,user_286,5921
18381,4508050898_00110,Create Purchase Order Item,user_286,5921
18383,4508050898_00120,Create Purchase Order Item,user_286,5921
18385,4508050898_00130,Create Purchase Order Item,user_286,5921
18387,4508050898_00150,Create Purchase Order Item,user_286,5921
18389,4508050898_00160,Create Purchase Order Item,user_286,5921
18391,4508050898_00170,Create Purchase Order Item,user_286,5921
18393,4508050898_00180,Create Purchase Order Item,user_286,5921
18395,4508050898_00190,Create Purchase Order Item,user_286,5921
18397,4508050899_00010,Create Purchase Order Item,user_286,5921
18399,4508050899_00030,Create Purchase Order Item,user_286,5921
18401,4508050900_00010,Create Purchase Order Item,user_286,5921
18404,4508050900_00020,Create Purchase Order Item,user_286,5921
18407,4508050900_00030,Create Purchase Order Item,user_286,5921
18410,4508050900_00040,Create Purchase Order Item,user_286,5921
18413,4508050900_00050,Create Purchase Order Item,user_286,5921
18416,4508050900_00060,Create Purchase Order Item,user_286,5921
18419,4508050900_00070,Create Purchase Order Item,user_286,5921
18422,4508050900_00080,Create Purchase Order Item,user_286,5921
18428,4508050903_00040,Create Purchase Order Item,user_286,5921
18493,4508051060_00010,Create Purchase Order Item,user_059,5939
18494,4508051060_00010,Vendor creates invoice,NONE,6240
18543,4508051350_00040,Create Purchase Order Item,user_105,6011
18546,4508051362_00010,Create Purchase Order Item,user_091,6011
18547,4508051362_00010,Vendor creates invoice,NONE,6264
18554,4508051420_00010,Create Purchase Order Item,user_091,6012
18555,4508051420_00010,Vendor creates invoice,NONE,6240
18584,4508051525_00020,Create Purchase Order Item,user_286,6016
18587,4508051527_00010,Create Purchase Order Item,user_043,6016
18592,4508051641_00010,Create Purchase Order Item,user_075,6033
18595,4508051660_00010,Create Purchase Order Item,user_068,6034
18613,4508051732_00010,Create Purchase Order Item,user_091,6037
18622,4508051782_00020,Create Purchase Order Item,batch_02,6041
18625,4508051786_00010,Create Purchase Order Item,user_286,6041
18628,4508051786_00020,Create Purchase Order Item,user_286,6041
18631,4508051786_00030,Create Purchase Order Item,user_286,6041
