eid,Caseid,Activity,Resource,CompleteTimestamp
17,4507000322_00010,Create Purchase Order Item,user_072,323
18,4507000322_00010,Change Quantity,user_072,1214
23,4507000322_00030,Create Purchase Order Item,user_072,323
24,4507000322_00030,Change Quantity,user_072,1214
29,4507000322_00050,Create Purchase Order Item,user_072,323
30,4507000322_00050,Change Quantity,user_072,1214
32,4507000322_00060,Create Purchase Order Item,user_072,323
33,4507000322_00060,Change Quantity,user_072,1214
35,4507000322_00070,Create Purchase Order Item,user_072,323
36,4507000322_00070,Change Quantity,user_072,1214
38,4507000322_00080,Create Purchase Order Item,user_072,323
39,4507000322_00080,Change Quantity,user_072,1214
40,4507000322_00080,Vendor creates invoice,NONE,1704
42,4507000322_00090,Create Purchase Order Item,user_072,323
43,4507000322_00090,Change Quantity,user_072,1214
51,4507000322_00120,Create Purchase Order Item,user_072,323
52,4507000322_00120,Change Quantity,user_072,1214
53,4507000322_00120,Vendor creates invoice,NONE,1704
70,4507000322_00180,Create Purchase Order Item,user_072,323
71,4507000322_00180,Change Quantity,user_072,1214
73,4507000322_00190,Create Purchase Order Item,user_072,323
74,4507000322_00190,Change Quantity,user_072,1214
76,4507000322_00200,Create Purchase Order Item,user_072,323
77,4507000322_00200,Change Quantity,user_072,1214
78,4507000322_00200,Vendor creates invoice,NONE,1704
80,4507000322_00210,Create Purchase Order Item,user_072,323
81,4507000322_00210,Change Quantity,user_072,1214
83,4507000322_00220,Create Purchase Order Item,user_072,323
84,4507000322_00220,Change Quantity,user_072,1214
85,4507000322_00220,Vendor creates invoice,NONE,1704
90,4507000322_00240,Create Purchase Order Item,user_072,323
91,4507000322_00240,Change Quantity,user_072,1214
92,4507000322_00240,Vendor creates invoice,NONE,1704
204,4507000907_00020,Create Purchase Order Item,user_172,370
267,4507001238_00260,Create Purchase Order Item,user_147,1545
384,4507001411_00040,Create Purchase Order Item,user_172,466
598,4507002116_00010,Create Purchase Order Item,user_038,518
600,4507002116_00020,Create Purchase Order Item,user_038,518
745,4507002765_00010,Create Purchase Order Item,user_033,631
1060,4507003620_00140,Create Purchase Order Item,user_147,688
1062,4507003620_00150,Create Purchase Order Item,user_147,688
1084,4507003697_00020,Create Purchase Order Item,user_172,705
1092,4507003708_00010,Create Purchase Order Item,user_147,705
1095,4507003708_00020,Create Purchase Order Item,user_147,705
1098,4507003708_00030,Create Purchase Order Item,user_147,705
1142,4507003935_00010,Create Purchase Order Item,user_043,713
1147,4507003936_00010,Create Purchase Order Item,user_043,714
1148,4507003936_00010,Change Quantity,user_043,714
1151,4507003937_00010,Create Purchase Order Item,user_043,714
1152,4507003937_00010,Change Quantity,user_043,714
1156,4507003938_00010,Create Purchase Order Item,user_043,714
1157,4507003938_00010,Change Quantity,user_043,714
1164,4507003939_00010,Create Purchase Order Item,user_043,714
1167,4507003940_00010,Create Purchase Order Item,user_043,714
1168,4507003940_00010,Change Quantity,user_043,714
1171,4507003941_00010,Create Purchase Order Item,user_043,714
1174,4507003942_00010,Create Purchase Order Item,user_043,714
1175,4507003942_00010,Change Quantity,user_043,714
1178,4507003943_00010,Create Purchase Order Item,user_043,714
1181,4507003944_00010,Create Purchase Order Item,user_043,714
1206,4507004066_00010,Create Purchase Order Item,user_043,730
1207,4507004066_00010,Change Quantity,user_043,1812
1208,4507004066_00010,Vendor creates invoice,NONE,1824
1248,4507004188_00040,Create Purchase Order Item,user_147,735
1337,4507004196_00180,Create Purchase Order Item,user_147,735
1338,4507004196_00180,Change Quantity,user_141,1213
1339,4507004196_00180,Vendor creates invoice,NONE,1344
1570,4507004196_00740,Create Purchase Order Item,user_147,735
1588,4507004196_00800,Create Purchase Order Item,user_147,735
1589,4507004196_00800,Change Quantity,user_147,826
1724,4507004361_00030,Create Purchase Order Item,user_172,802
1726,4507004364_00040,Create Purchase Order Item,user_172,802
1730,4507004369_00010,Create Purchase Order Item,user_141,802
1731,4507004369_00010,Change Quantity,user_141,1165
1830,4507004823_00010,Create Purchase Requisition Item,user_124,816
1831,4507004823_00010,Create Purchase Order Item,user_142,830
1832,4507004823_00010,Change Quantity,user_142,899
1834,4507004826_00010,Create Purchase Order Item,user_147,830
1900,4507005105_00010,Create Purchase Order Item,user_141,853
1901,4507005105_00010,Change Quantity,user_141,853
1902,4507005105_00010,Change Approval for Purchase Order,user_141,853
1903,4507005105_00010,Vendor creates invoice,NONE,1680
1930,4507005152_00010,Create Purchase Order Item,user_141,856
1942,4507005152_00050,Create Purchase Order Item,user_141,856
1945,4507005152_00060,Create Purchase Order Item,user_141,856
1948,4507005152_00070,Create Purchase Order Item,user_141,856
1951,4507005152_00080,Create Purchase Order Item,user_141,856
1954,4507005152_00090,Create Purchase Order Item,user_141,856
1957,4507005152_00100,Create Purchase Order Item,user_141,856
1960,4507005152_00110,Create Purchase Order Item,user_141,856
1962,4507005152_00120,Create Purchase Order Item,user_141,856
1965,4507005152_00130,Create Purchase Order Item,user_141,856
1968,4507005152_00140,Create Purchase Order Item,user_141,856
1971,4507005152_00150,Create Purchase Order Item,user_141,856
