eid,Caseid,Activity,Resource,CompleteTimestamp
17,4507000322_00010,Create Purchase Order Item,user_072,323
20,4507000322_00020,Create Purchase Order Item,user_072,323
23,4507000322_00030,Create Purchase Order Item,user_072,323
26,4507000322_00040,Create Purchase Order Item,user_072,323
29,4507000322_00050,Create Purchase Order Item,user_072,323
32,4507000322_00060,Create Purchase Order Item,user_072,323
35,4507000322_00070,Create Purchase Order Item,user_072,323
38,4507000322_00080,Create Purchase Order Item,user_072,323
42,4507000322_00090,Create Purchase Order Item,user_072,323
45,4507000322_00100,Create Purchase Order Item,user_072,323
48,4507000322_00110,Create Purchase Order Item,user_072,323
51,4507000322_00120,Create Purchase Order Item,user_072,323
55,4507000322_00130,Create Purchase Order Item,user_072,323
58,4507000322_00140,Create Purchase Order Item,user_072,323
61,4507000322_00150,Create Purchase Order Item,user_072,323
64,4507000322_00160,Create Purchase Order Item,user_072,323
67,4507000322_00170,Create Purchase Order Item,user_072,323
70,4507000322_00180,Create Purchase Order Item,user_072,323
73,4507000322_00190,Create Purchase Order Item,user_072,323
76,4507000322_00200,Create Purchase Order Item,user_072,323
80,4507000322_00210,Create Purchase Order Item,user_072,323
83,4507000322_00220,Create Purchase Order Item,user_072,323
87,4507000322_00230,Create Purchase Order Item,user_072,323
90,4507000322_00240,Create Purchase Order Item,user_072,323
94,4507000322_00250,Create Purchase Order Item,user_072,323
97,4507000322_00260,Create Purchase Order Item,user_072,323
150,4507000754_00010,Create Purchase Order Item,user_043,352
151,4507000754_00010,Vendor creates invoice,NONE,1056
156,4507000756_00010,Create Purchase Order Item,user_043,352
157,4507000756_00010,Vendor creates invoice,NONE,1056
160,4507000757_00010,Create Purchase Order Item,user_043,352
169,4507000854_00010,Create Purchase Order Item,user_072,368
204,4507000907_00020,Create Purchase Order Item,user_172,370
210,4507000937_00010,Create Purchase Order Item,user_091,370
211,4507000937_00010,Vendor creates invoice,NONE,1056
223,4507001077_00010,Create Purchase Order Item,user_100,376
279,4507001266_00010,Create Purchase Order Item,user_079,398
280,4507001266_00010,Vendor creates invoice,NONE,1008
290,4507001280_00010,Create Purchase Order Item,user_141,399
291,4507001280_00010,Vendor creates invoice,NONE,1032
296,4507001285_00030,Create Purchase Order Item,user_079,399
300,4507001285_00040,Create Purchase Order Item,user_079,399
384,4507001411_00040,Create Purchase Order Item,user_172,466
474,4507001729_00010,Create Purchase Order Item,user_091,493
475,4507001729_00010,Vendor creates invoice,NONE,1032
483,4507001775_00010,Create Purchase Order Item,user_091,494
484,4507001775_00010,Vendor creates invoice,NONE,1056
486,4507001782_00010,Create Purchase Order Item,user_091,495
487,4507001782_00010,Vendor creates invoice,NONE,984
495,4507001797_00010,Create Purchase Order Item,user_091,495
496,4507001797_00010,Vendor creates invoice,NONE,1056
501,4507001819_00020,Create Purchase Order Item,user_192,495
502,4507001819_00020,Change Price,user_039,875
506,4507001819_00050,Create Purchase Order Item,user_192,495
507,4507001819_00050,Change Price,user_039,875
509,4507001819_00100,Create Purchase Order Item,user_192,495
513,4507001841_00010,Create Purchase Order Item,user_079,496
520,4507001873_00010,Create Purchase Order Item,user_147,502
546,4507002008_00010,Create Purchase Order Item,user_068,514
574,4507002101_00010,Create Purchase Requisition Item,batch_08,504
