,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
41,42,place_order,Resource3,15,16,o7,,,
46,47,check_availability,Resource6,16,18,o7,o7-i0,,
47,48,check_availability,Resource7,16,19,o7,o7-i1,,
55,56,pick_item,Resource5,18,22,o7,o7-i0,,
56,57,pick_item,Resource6,19,20,o7,o7-i1,,
63,64,send_invoice,Resource2,22,29,o7,,,
64,65,pack_items,Resource10,22,28,o7,,o7-p1,
66,67,place_order,Resource4,23,24,o8,,,
67,68,check_availability,Resource5,24,23,o8,o8-i0,,
68,69,check_availability,Resource6,24,27,o8,o8-i1,,
71,72,pick_item,Resource5,25,27,o8,o8-i0,,
76,77,pick_item,Resource5,27,30,o8,o8-i1,,
78,79,store_package,Resource9,28,33,o7,,o7-p1,
79,80,receive_payment,Resource1,29,34,o7,,,
81,82,send_invoice,Resource2,30,35,o8,,,
82,83,pack_items,Resource10,30,35,o8,,o8-p1,
86,87,place_order,Resource3,31,34,o9,,,
89,90,check_availability,Resource5,32,35,o9,o9-i0,,
90,91,check_availability,Resource6,32,35,o9,o9-i1,,
91,92,start_route,Resource19,33,40,o7,,,o7-p1-r1
93,94,receive_payment,Resource1,35,38,o8,,,
94,95,pick_item,Resource5,35,38,o9,o9-i0,,
95,96,pick_item,Resource6,35,37,o9,o9-i1,,
96,97,store_package,Resource9,35,40,o8,,o8-p1,
99,100,send_invoice,Resource1,38,41,o9,,,
100,101,pack_items,Resource10,38,44,o9,,o9-p1,
101,102,place_order,Resource2,40,41,o11,,,
102,103,load_package,Resource14,40,44,o7,,,o7-p1-r1
103,104,start_route,Resource16,40,44,o8,,,o8-p1-r1
104,105,receive_payment,Resource1,41,47,o9,,,
105,106,check_availability,Resource5,41,46,o11,o11-i0,,
106,107,check_availability,Resource6,41,42,o11,o11-i1,,
107,108,pick_item,Resource6,42,43,o11,o11-i1,,
