,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1363,1364,place_order,Resource1,439,441,o100,,,
1453,1454,place_order,Resource1,471,474,o110,,,
1454,1455,check_availability,Resource5,471,474,o100,o100-i0,,
1455,1456,check_availability,Resource6,471,473,o100,o100-i1,,
1568,1569,check_availability,Resource7,503,505,o110,o110-i0,,
1569,1570,check_availability,Resource8,503,505,o110,o110-i1,,
1571,1572,pick_item,Resource5,504,506,o100,o100-i1,,
1573,1574,pick_item,Resource6,505,506,o100,o100-i0,,
1576,1577,send_invoice,Resource1,506,511,o100,,,
1629,1630,place_order,Resource1,527,531,o120,,,
1653,1654,pick_item,Resource6,536,539,o110,o110-i0,,
1654,1655,pick_item,Resource7,536,539,o110,o110-i1,,
1663,1664,pack_items,Resource9,539,543,o100,,o100-p1,
1668,1669,send_invoice,Resource1,540,547,o110,,,
1675,1676,receive_payment,Resource3,542,547,o100,,,
1738,1739,check_availability,Resource6,559,562,o120,o120-i0,,
1739,1740,check_availability,Resource8,559,562,o120,o120-i1,,
1752,1753,place_order,Resource2,563,565,o130,,,
1780,1781,pack_items,Resource9,570,576,o110,,o110-p1,
1793,1794,store_package,Resource10,574,580,o100,,o100-p1,
1805,1806,receive_payment,Resource4,579,584,o110,,,
1829,1830,place_order,Resource3,587,589,o143,,,
1843,1844,check_availability,Resource6,589,592,o143,o143-i0,,
1848,1849,check_availability,Resource5,590,593,o143,o143-i1,,
1856,1857,pick_item,Resource5,593,595,o120,o120-i0,,
1857,1858,pick_item,Resource8,593,596,o120,o120-i1,,
1863,1864,check_availability,Resource5,595,596,o130,o130-i0,,
1864,1865,check_availability,Resource7,595,598,o130,o130-i1,,
1868,1869,send_invoice,Resource1,596,600,o120,,,
1874,1875,place_order,Resource2,598,600,o140,,,
1881,1882,pick_item,Resource6,599,601,o143,o143-i0,,
1882,1883,pick_item,Resource7,599,601,o143,o143-i1,,
1892,1893,send_invoice,Resource2,601,605,o143,,,
1896,1897,pack_items,Resource11,601,605,o143,,o143-p1,
1900,1901,place_order,Resource3,603,607,o149,,,
1915,1916,check_availability,Resource5,606,608,o149,o149-i0,,
1916,1917,check_availability,Resource6,606,608,o149,o149-i1,,
1921,1922,store_package,Resource9,607,613,o110,,o110-p1,
1922,1923,store_package,Resource10,607,611,o143,,o143-p1,
1928,1929,pick_item,Resource5,608,610,o149,o149-i0,,
1929,1930,pick_item,Resource6,608,610,o149,o149-i1,,
1936,1937,start_route,Resource13,611,616,o100,,,o100-p1-r1
1938,1939,start_route,Resource16,611,618,o143,,,o143-p1-r1
1942,1943,receive_payment,Resource3,613,617,o143,,,
1945,1946,send_invoice,Resource2,614,619,o149,,,
1950,1951,pack_items,Resource10,616,621,o149,,o149-p1,
1959,1960,load_package,Resource16,618,623,o143,,,o143-p1-r1
1961,1962,place_order,Resource4,619,621,o151,,,
1963,1964,check_availability,Resource5,620,623,o151,o151-i0,,
1964,1965,check_availability,Resource6,620,623,o151,o151-i1,,
1968,1969,place_order,Resource4,621,625,o152,,,
1969,1970,store_package,Resource10,621,626,o149,,o149-p1,
1972,1973,place_order,Resource3,622,625,o153,,,
1973,1974,check_availability,Resource7,622,624,o152,o152-i0,,
1974,1975,check_availability,Resource8,622,625,o152,o152-i1,,
1976,1977,pick_item,Resource5,623,625,o151,o151-i0,,
1977,1978,pick_item,Resource6,623,625,o151,o151-i1,,
1978,1979,deliver_package,Resource15,623,628,o143,,,o143-p1-r1
1980,1981,place_order,Resource2,624,626,o154,,,
1981,1982,check_availability,Resource7,624,625,o153,o153-i0,,
1983,1984,receive_payment,Resource3,625,630,o149,,,
1984,1985,place_order,Resource4,625,628,o155,,,
1985,1986,check_availability,Resource5,625,627,o153,o153-i1,,
1986,1987,pick_item,Resource6,625,628,o152,o152-i0,,
1987,1988,pick_item,Resource7,625,628,o152,o152-i1,,
1988,1989,pick_item,Resource8,625,626,o153,o153-i0,,
1991,1992,check_availability,Resource8,626,629,o154,o154-i0,,
1994,1995,place_order,Resource1,627,629,o156,,,
1995,1996,pick_item,Resource5,627,629,o130,o130-i0,,
1996,1997,pack_items,Resource9,627,631,o120,,o120-p1,
1997,1998,check_availability,Resource6,628,630,o154,o154-i1,,
1998,1999,check_availability,Resource7,628,631,o155,o155-i0,,
1999,2000,start_route,Resource15,628,634,o149,,,o149-p1-r1
2000,2001,failed_delivery,Resource16,628,633,o143,,,o143-p1-r1
2002,2003,pick_item,Resource5,629,632,o130,o130-i1,,
2003,2004,check_availability,Resource8,629,631,o155,o155-i1,,
2006,2007,check_availability,Resource6,630,631,o140,o140-i0,,
2009,2010,receive_payment,Resource1,631,636,o120,,,
