,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1453,1454,place_order,Resource1,471,474,o110,,,
1568,1569,check_availability,Resource7,503,505,o110,o110-i0,,
1569,1570,check_availability,Resource8,503,505,o110,o110-i1,,
1629,1630,place_order,Resource1,527,531,o120,,,
1653,1654,pick_item,Resource6,536,539,o110,o110-i0,,
1654,1655,pick_item,Resource7,536,539,o110,o110-i1,,
1668,1669,send_invoice,Resource1,540,547,o110,,,
1738,1739,check_availability,Resource6,559,562,o120,o120-i0,,
1739,1740,check_availability,Resource8,559,562,o120,o120-i1,,
1752,1753,place_order,Resource2,563,565,o130,,,
1780,1781,pack_items,Resource9,570,576,o110,,o110-p1,
1805,1806,receive_payment,Resource4,579,584,o110,,,
1856,1857,pick_item,Resource5,593,595,o120,o120-i0,,
1857,1858,pick_item,Resource8,593,596,o120,o120-i1,,
1863,1864,check_availability,Resource5,595,596,o130,o130-i0,,
1864,1865,check_availability,Resource7,595,598,o130,o130-i1,,
1868,1869,send_invoice,Resource1,596,600,o120,,,
1874,1875,place_order,Resource2,598,600,o140,,,
1900,1901,place_order,Resource3,603,607,o149,,,
1915,1916,check_availability,Resource5,606,608,o149,o149-i0,,
1916,1917,check_availability,Resource6,606,608,o149,o149-i1,,
1921,1922,store_package,Resource9,607,613,o110,,o110-p1,
1928,1929,pick_item,Resource5,608,610,o149,o149-i0,,
1929,1930,pick_item,Resource6,608,610,o149,o149-i1,,
1945,1946,send_invoice,Resource2,614,619,o149,,,
1950,1951,pack_items,Resource10,616,621,o149,,o149-p1,
1969,1970,store_package,Resource10,621,626,o149,,o149-p1,
1983,1984,receive_payment,Resource3,625,630,o149,,,
1995,1996,pick_item,Resource5,627,629,o130,o130-i0,,
1996,1997,pack_items,Resource9,627,631,o120,,o120-p1,
1999,2000,start_route,Resource15,628,634,o149,,,o149-p1-r1
2002,2003,pick_item,Resource5,629,632,o130,o130-i1,,
2006,2007,check_availability,Resource6,630,631,o140,o140-i0,,
2009,2010,receive_payment,Resource1,631,636,o120,,,
2010,2011,check_availability,Resource6,631,632,o140,o140-i1,,
2013,2014,send_invoice,Resource2,632,637,o130,,,
2024,2025,load_package,Resource15,634,639,o149,,,o149-p1-r1
2039,2040,deliver_package,Resource15,639,643,o149,,,o149-p1-r1
2043,2044,place_order,Resource2,641,642,o150,,,
2055,2056,failed_delivery,Resource14,643,649,o149,,,o149-p1-r1
2058,2059,start_route,Resource15,644,649,o110,,,o110-p1-r1
2070,2071,unload_package,Resource14,649,655,o149,,,o149-p1-r1
2079,2080,place_order,Resource3,655,659,o161,,,
2081,2082,end_route,Resource14,655,658,o149,,,o149-p1-r1
2083,2084,check_availability,Resource5,656,656,o161,o161-i0,,
2084,2085,check_availability,Resource6,656,658,o161,o161-i1,,
2087,2088,start_route,Resource16,656,659,o149,,,o149-p1-r1
2091,2092,pick_item,Resource5,657,659,o161,o161-i0,,
2095,2096,pick_item,Resource6,658,661,o161,o161-i1,,
2098,2099,place_order,Resource3,659,663,o162,,,
2100,2101,load_package,Resource16,659,663,o149,,,o149-p1-r1
2101,2102,check_availability,Resource5,660,663,o162,o162-i0,,
2102,2103,check_availability,Resource7,660,662,o162,o162-i1,,
2110,2111,pick_item,Resource6,662,665,o140,o140-i0,,
2111,2112,pick_item,Resource7,662,665,o162,o162-i1,,
2112,2113,store_package,Resource10,662,667,o120,,o120-p1,
2116,2117,pick_item,Resource5,663,666,o140,o140-i1,,
2117,2118,pick_item,Resource8,663,666,o162,o162-i0,,
2118,2119,pack_items,Resource12,663,668,o130,,o130-p1,
2119,2120,deliver_package,Resource14,663,668,o149,,,o149-p1-r1
2122,2123,place_order,Resource4,665,666,o163,,,
2125,2126,send_invoice,Resource2,666,671,o140,,,
2126,2127,place_order,Resource4,666,669,o164,,,
2127,2128,check_availability,Resource5,666,667,o163,o163-i0,,
2128,2129,check_availability,Resource6,666,667,o163,o163-i1,,
2129,2130,pick_item,Resource5,667,670,o163,o163-i0,,
2130,2131,pick_item,Resource6,667,667,o163,o163-i1,,
2131,2132,check_availability,Resource7,667,671,o164,o164-i0,,
2132,2133,check_availability,Resource8,667,668,o164,o164-i1,,
2135,2136,receive_payment,Resource1,668,673,o130,,,
2136,2137,pick_item,Resource6,668,671,o164,o164-i1,,
2139,2140,failed_delivery,Resource13,669,676,o149,,,o149-p1-r1
2142,2143,pick_item,Resource5,671,675,o164,o164-i0,,
2146,2147,check_availability,Resource6,673,675,o150,o150-i0,,
2147,2148,check_availability,Resource7,673,674,o150,o150-i1,,
2150,2151,place_order,Resource1,675,677,o165,,,
2152,2153,check_availability,Resource5,676,677,o165,o165-i0,,
2153,2154,check_availability,Resource6,676,677,o165,o165-i1,,
2156,2157,unload_package,Resource20,676,681,o149,,,o149-p1-r1
2157,2158,pick_item,Resource5,677,680,o165,o165-i0,,
2158,2159,pick_item,Resource6,677,680,o165,o165-i1,,
2160,2161,place_order,Resource1,678,682,o160,,,
2164,2165,send_invoice,Resource2,679,682,o161,,,
2165,2166,send_invoice,Resource3,679,684,o162,,,
2166,2167,send_invoice,Resource4,679,684,o163,,,
2167,2168,pack_items,Resource9,679,685,o161,,o161-p1,
2168,2169,pack_items,Resource10,679,684,o162,,o162-p1,
2169,2170,pack_items,Resource11,679,686,o163,,o163-p1,
