,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1198,1199,place_order,Resource2,382,383,o90,,,
1306,1307,check_availability,Resource5,414,416,o90,o90-i0,,
1307,1308,check_availability,Resource6,414,415,o90,o90-i1,,
1363,1364,place_order,Resource1,439,441,o100,,,
1381,1382,pick_item,Resource5,446,447,o90,o90-i1,,
1385,1386,pick_item,Resource5,447,449,o90,o90-i0,,
1387,1388,send_invoice,Resource2,449,454,o90,,,
1453,1454,place_order,Resource1,471,474,o110,,,
1454,1455,check_availability,Resource5,471,474,o100,o100-i0,,
1455,1456,check_availability,Resource6,471,473,o100,o100-i1,,
1489,1490,pack_items,Resource10,480,484,o90,,o90-p1,
1504,1505,receive_payment,Resource2,485,491,o90,,,
1568,1569,check_availability,Resource7,503,505,o110,o110-i0,,
1569,1570,check_availability,Resource8,503,505,o110,o110-i1,,
1571,1572,pick_item,Resource5,504,506,o100,o100-i1,,
1573,1574,pick_item,Resource6,505,506,o100,o100-i0,,
1576,1577,send_invoice,Resource1,506,511,o100,,,
1600,1601,store_package,Resource9,515,520,o90,,o90-p1,
1629,1630,place_order,Resource1,527,531,o120,,,
1653,1654,pick_item,Resource6,536,539,o110,o110-i0,,
1654,1655,pick_item,Resource7,536,539,o110,o110-i1,,
1663,1664,pack_items,Resource9,539,543,o100,,o100-p1,
1668,1669,send_invoice,Resource1,540,547,o110,,,
1675,1676,receive_payment,Resource3,542,547,o100,,,
1707,1708,start_route,Resource19,551,556,o90,,,o90-p1-r1
1712,1713,place_order,Resource4,553,555,o134,,,
1724,1725,check_availability,Resource8,555,557,o134,o134-i0,,
1728,1729,check_availability,Resource6,556,559,o134,o134-i1,,
1738,1739,check_availability,Resource6,559,562,o120,o120-i0,,
1739,1740,check_availability,Resource8,559,562,o120,o120-i1,,
1742,1743,place_order,Resource4,560,560,o136,,,
1744,1745,place_order,Resource1,561,564,o137,,,
1745,1746,pick_item,Resource7,561,562,o134,o134-i0,,
1747,1748,pick_item,Resource5,562,564,o134,o134-i1,,
1750,1751,check_availability,Resource8,562,565,o136,o136-i0,,
1752,1753,place_order,Resource2,563,565,o130,,,
1753,1754,check_availability,Resource7,563,566,o136,o136-i1,,
1757,1758,check_availability,Resource5,564,567,o137,o137-i0,,
1758,1759,check_availability,Resource6,564,568,o137,o137-i1,,
1762,1763,pack_items,Resource12,564,569,o134,,o134-p1,
1765,1766,send_invoice,Resource2,565,571,o134,,,
1766,1767,pick_item,Resource8,565,567,o136,o136-i0,,
1769,1770,pick_item,Resource7,566,568,o136,o136-i1,,
1770,1771,pick_item,Resource5,567,569,o137,o137-i0,,
1772,1773,pick_item,Resource6,568,570,o137,o137-i1,,
1776,1777,pack_items,Resource12,569,574,o136,,o136-p1,
1778,1779,send_invoice,Resource1,570,575,o136,,,
1779,1780,send_invoice,Resource3,570,576,o137,,,
1780,1781,pack_items,Resource9,570,576,o110,,o110-p1,
1783,1784,place_order,Resource2,571,573,o138,,,
1784,1785,check_availability,Resource5,572,574,o138,o138-i0,,
1785,1786,check_availability,Resource6,572,574,o138,o138-i1,,
1786,1787,place_order,Resource2,573,576,o139,,,
1789,1790,pick_item,Resource5,574,575,o138,o138-i0,,
1790,1791,pick_item,Resource6,574,577,o138,o138-i1,,
1791,1792,check_availability,Resource7,574,577,o139,o139-i0,,
1792,1793,check_availability,Resource8,574,576,o139,o139-i1,,
1793,1794,store_package,Resource10,574,580,o100,,o100-p1,
1795,1796,store_package,Resource12,574,579,o134,,o134-p1,
1800,1801,receive_payment,Resource3,576,583,o134,,,
1801,1802,pick_item,Resource5,576,579,o139,o139-i1,,
1803,1804,pick_item,Resource6,577,579,o139,o139-i0,,
1805,1806,receive_payment,Resource4,579,584,o110,,,
1806,1807,pack_items,Resource12,579,584,o137,,o137-p1,
1807,1808,start_route,Resource14,579,585,o134,,,o134-p1-r1
1811,1812,store_package,Resource11,581,587,o136,,o136-p1,
1813,1814,send_invoice,Resource2,582,585,o138,,,
1814,1815,pack_items,Resource9,582,588,o138,,o138-p1,
1816,1817,receive_payment,Resource3,583,587,o136,,,
1818,1819,receive_payment,Resource4,584,589,o137,,,
