,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
163,164,place_order,Resource2,70,71,o10,,,
201,202,place_order,Resource3,84,87,o23,,,
204,205,check_availability,Resource5,85,87,o23,o23-i0,,
205,206,check_availability,Resource6,85,88,o23,o23-i1,,
213,214,pick_item,Resource5,87,89,o23,o23-i0,,
217,218,pick_item,Resource6,88,91,o23,o23-i1,,
253,254,place_order,Resource1,98,98,o20,,,
259,260,send_invoice,Resource3,99,105,o23,,,
263,264,pack_items,Resource11,99,105,o23,,o23-p1,
270,271,check_availability,Resource5,102,105,o10,o10-i0,,
271,272,check_availability,Resource6,102,104,o10,o10-i1,,
297,298,store_package,Resource12,108,112,o23,,o23-p1,
303,304,receive_payment,Resource1,110,113,o23,,,
313,314,start_route,Resource18,112,118,o23,,,o23-p1-r1
332,333,load_package,Resource18,118,123,o23,,,o23-p1-r1
337,338,place_order,Resource4,121,123,o31,,,
342,343,check_availability,Resource5,122,124,o31,o31-i0,,
343,344,check_availability,Resource6,122,125,o31,o31-i1,,
345,346,deliver_package,Resource18,123,128,o23,,,o23-p1-r1
346,347,pick_item,Resource5,124,125,o31,o31-i0,,
348,349,pick_item,Resource5,125,126,o31,o31-i1,,
357,358,place_order,Resource1,129,131,o32,,,
358,359,failed_delivery,Resource13,129,135,o23,,,o23-p1-r1
359,360,check_availability,Resource5,130,132,o20,o20-i0,,
360,361,check_availability,Resource6,130,132,o20,o20-i1,,
361,362,check_availability,Resource7,130,131,o32,o32-i0,,
362,363,check_availability,Resource8,130,130,o32,o32-i1,,
364,365,place_order,Resource1,131,135,o33,,,
365,366,pick_item,Resource7,131,132,o32,o32-i1,,
366,367,pick_item,Resource8,131,134,o32,o32-i0,,
369,370,check_availability,Resource5,132,135,o33,o33-i0,,
370,371,check_availability,Resource6,132,134,o33,o33-i1,,
375,376,place_order,Resource2,134,136,o34,,,
376,377,pick_item,Resource6,134,136,o33,o33-i1,,
377,378,place_order,Resource1,135,139,o35,,,
378,379,pick_item,Resource5,135,137,o10,o10-i1,,
379,380,pick_item,Resource7,135,138,o33,o33-i0,,
380,381,check_availability,Resource8,135,138,o34,o34-i0,,
381,382,unload_package,Resource13,135,140,o23,,,o23-p1-r1
384,385,place_order,Resource2,136,138,o36,,,
385,386,pick_item,Resource6,136,137,o10,o10-i0,,
389,390,check_availability,Resource5,137,139,o34,o34-i1,,
390,391,check_availability,Resource6,137,140,o35,o35-i0,,
391,392,check_availability,Resource7,138,141,o35,o35-i1,,
392,393,check_availability,Resource8,138,142,o36,o36-i0,,
393,394,check_availability,Resource5,139,142,o36,o36-i1,,
395,396,pick_item,Resource6,140,142,o34,o34-i0,,
397,398,pick_item,Resource7,141,143,o34,o34-i1,,
400,401,pick_item,Resource5,142,143,o35,o35-i0,,
402,403,pick_item,Resource8,142,143,o36,o36-i0,,
