,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
404,405,place_order,Resource1,146,149,o30,,,
488,489,check_availability,Resource5,178,180,o30,o30-i0,,
489,490,check_availability,Resource6,178,179,o30,o30-i1,,
556,557,place_order,Resource2,206,208,o40,,,
569,570,pick_item,Resource5,210,212,o30,o30-i1,,
572,573,pick_item,Resource6,211,214,o30,o30-i0,,
579,580,send_invoice,Resource3,214,219,o30,,,
641,642,place_order,Resource2,234,235,o50,,,
657,658,check_availability,Resource6,238,242,o40,o40-i0,,
658,659,check_availability,Resource7,238,239,o40,o40-i1,,
694,695,pack_items,Resource9,245,249,o30,,o30-p1,
723,724,receive_payment,Resource3,251,255,o30,,,
780,781,place_order,Resource2,265,269,o60,,,
787,788,check_availability,Resource6,266,267,o50,o50-i0,,
794,795,check_availability,Resource6,267,268,o50,o50-i1,,
806,807,pick_item,Resource5,270,271,o40,o40-i1,,
818,819,pick_item,Resource5,273,273,o40,o40-i0,,
823,824,send_invoice,Resource2,275,282,o40,,,
836,837,store_package,Resource12,280,285,o30,,o30-p1,
901,902,check_availability,Resource7,297,299,o60,o60-i0,,
903,904,check_availability,Resource5,298,300,o60,o60-i1,,
905,906,pick_item,Resource6,299,300,o50,o50-i0,,
906,907,pick_item,Resource7,299,302,o50,o50-i1,,
918,919,send_invoice,Resource2,302,305,o50,,,
924,925,place_order,Resource3,304,307,o70,,,
935,936,pack_items,Resource9,305,309,o40,,o40-p1,
955,956,receive_payment,Resource3,314,318,o40,,,
964,965,start_route,Resource13,316,319,o30,,,o30-p1-r1
969,970,place_order,Resource1,321,324,o81,,,
976,977,check_availability,Resource5,322,324,o81,o81-i0,,
977,978,check_availability,Resource6,322,325,o81,o81-i1,,
985,986,pick_item,Resource5,324,326,o81,o81-i0,,
988,989,pick_item,Resource6,325,326,o81,o81-i1,,
1004,1005,place_order,Resource1,329,333,o84,,,
1008,1009,pick_item,Resource6,330,331,o60,o60-i0,,
1010,1011,check_availability,Resource8,330,333,o84,o84-i0,,
1014,1015,pick_item,Resource5,331,333,o60,o60-i1,,
1015,1016,check_availability,Resource6,331,333,o84,o84-i1,,
1021,1022,send_invoice,Resource1,333,339,o60,,,
1026,1027,pack_items,Resource9,333,338,o50,,o50-p1,
1030,1031,pick_item,Resource6,334,338,o84,o84-i0,,
1031,1032,pick_item,Resource7,334,336,o84,o84-i1,,
1034,1035,receive_payment,Resource2,336,341,o50,,,
1035,1036,check_availability,Resource7,336,338,o70,o70-i0,,
1037,1038,check_availability,Resource5,337,338,o70,o70-i1,,
1047,1048,place_order,Resource1,340,343,o87,,,
1048,1049,store_package,Resource9,340,345,o40,,o40-p1,
1049,1050,place_order,Resource2,341,343,o80,,,
1050,1051,check_availability,Resource5,341,345,o87,o87-i0,,
1051,1052,check_availability,Resource6,341,344,o87,o87-i1,,
1056,1057,send_invoice,Resource4,342,347,o81,,,
1057,1058,pack_items,Resource10,342,346,o81,,o81-p1,
1066,1067,pick_item,Resource6,344,345,o87,o87-i1,,
1068,1069,pick_item,Resource5,345,347,o87,o87-i0,,
1069,1070,pack_items,Resource9,345,353,o84,,o84-p1,
1071,1072,send_invoice,Resource3,346,351,o84,,,
1077,1078,send_invoice,Resource4,347,353,o87,,,
1078,1079,store_package,Resource11,347,350,o81,,o81-p1,
1087,1088,place_order,Resource2,350,352,o89,,,
1089,1090,load_package,Resource18,350,355,o30,,,o30-p1-r1
1091,1092,receive_payment,Resource3,351,355,o81,,,
1094,1095,check_availability,Resource7,351,353,o89,o89-i0,,
