,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
780,781,place_order,Resource2,265,269,o60,,,
901,902,check_availability,Resource7,297,299,o60,o60-i0,,
903,904,check_availability,Resource5,298,300,o60,o60-i1,,
924,925,place_order,Resource3,304,307,o70,,,
1008,1009,pick_item,Resource6,330,331,o60,o60-i0,,
1014,1015,pick_item,Resource5,331,333,o60,o60-i1,,
1021,1022,send_invoice,Resource1,333,339,o60,,,
1035,1036,check_availability,Resource7,336,338,o70,o70-i0,,
1037,1038,check_availability,Resource5,337,338,o70,o70-i1,,
1049,1050,place_order,Resource2,341,343,o80,,,
1141,1142,pack_items,Resource10,364,369,o60,,o60-p1,
1155,1156,pick_item,Resource5,369,370,o70,o70-i0,,
1156,1157,pick_item,Resource7,369,372,o70,o70-i1,,
1161,1162,receive_payment,Resource1,370,373,o60,,,
1166,1167,send_invoice,Resource2,372,377,o70,,,
1169,1170,check_availability,Resource5,373,375,o80,o80-i0,,
1170,1171,check_availability,Resource6,373,375,o80,o80-i1,,
1198,1199,place_order,Resource2,382,383,o90,,,
1261,1262,store_package,Resource10,400,407,o60,,o60-p1,
1272,1273,pack_items,Resource12,403,406,o70,,o70-p1,
1282,1283,pick_item,Resource5,406,408,o80,o80-i0,,
1283,1284,pick_item,Resource6,406,408,o80,o80-i1,,
1287,1288,send_invoice,Resource2,408,412,o80,,,
1291,1292,receive_payment,Resource1,409,414,o70,,,
1306,1307,check_availability,Resource5,414,416,o90,o90-i0,,
1307,1308,check_availability,Resource6,414,415,o90,o90-i1,,
1356,1357,place_order,Resource2,437,439,o109,,,
1359,1360,store_package,Resource9,437,443,o70,,o70-p1,
1360,1361,check_availability,Resource7,438,439,o109,o109-i0,,
1361,1362,check_availability,Resource8,438,438,o109,o109-i1,,
1362,1363,start_route,Resource13,438,441,o60,,,o60-p1-r1
1363,1364,place_order,Resource1,439,441,o100,,,
1364,1365,pick_item,Resource5,439,440,o109,o109-i1,,
1367,1368,pick_item,Resource8,439,441,o109,o109-i0,,
1368,1369,pack_items,Resource10,439,443,o80,,o80-p1,
1378,1379,receive_payment,Resource4,444,450,o80,,,
1381,1382,pick_item,Resource5,446,447,o90,o90-i1,,
1385,1386,pick_item,Resource5,447,449,o90,o90-i0,,
1387,1388,send_invoice,Resource2,449,454,o90,,,
1388,1389,pack_items,Resource9,449,455,o109,,o109-p1,
1391,1392,send_invoice,Resource4,450,454,o109,,,
1417,1418,store_package,Resource9,460,464,o109,,o109-p1,
1419,1420,receive_payment,Resource1,461,467,o109,,,
1428,1429,place_order,Resource4,465,466,o112,,,
1431,1432,check_availability,Resource5,466,469,o112,o112-i0,,
1432,1433,check_availability,Resource6,466,467,o112,o112-i1,,
1433,1434,start_route,Resource13,466,471,o109,,,o109-p1-r1
1436,1437,place_order,Resource1,467,469,o115,,,
1437,1438,pick_item,Resource6,467,471,o112,o112-i1,,
1445,1446,check_availability,Resource8,469,469,o115,o115-i0,,
1449,1450,check_availability,Resource5,470,471,o115,o115-i1,,
1450,1451,pick_item,Resource8,470,471,o112,o112-i0,,
1453,1454,place_order,Resource1,471,474,o110,,,
1454,1455,check_availability,Resource5,471,474,o100,o100-i0,,
1455,1456,check_availability,Resource6,471,473,o100,o100-i1,,
1459,1460,send_invoice,Resource3,472,477,o112,,,
1462,1463,pack_items,Resource10,472,475,o112,,o112-p1,
1463,1464,load_package,Resource20,472,477,o60,,,o60-p1-r1
1466,1467,pick_item,Resource8,473,478,o115,o115-i0,,
1468,1469,load_package,Resource16,473,476,o109,,,o109-p1-r1
1471,1472,pick_item,Resource5,474,476,o115,o115-i1,,
1472,1473,store_package,Resource12,474,479,o80,,o80-p1,
1473,1474,start_route,Resource14,474,480,o70,,,o70-p1-r1
1476,1477,store_package,Resource9,476,482,o112,,o112-p1,
1480,1481,receive_payment,Resource3,477,482,o112,,,
1484,1485,send_invoice,Resource1,478,483,o115,,,
1489,1490,pack_items,Resource10,480,484,o90,,o90-p1,
1490,1491,deliver_package,Resource14,480,487,o109,,,o109-p1-r1
1493,1494,pack_items,Resource11,481,485,o115,,o115-p1,
1496,1497,place_order,Resource3,482,484,o116,,,
1498,1499,receive_payment,Resource1,483,488,o115,,,
1499,1500,check_availability,Resource5,483,485,o116,o116-i0,,
1500,1501,check_availability,Resource6,483,485,o116,o116-i1,,
1501,1502,start_route,Resource13,483,488,o112,,,o112-p1-r1
1504,1505,receive_payment,Resource2,485,491,o90,,,
1505,1506,pick_item,Resource5,485,488,o116,o116-i0,,
1506,1507,pick_item,Resource6,485,486,o116,o116-i1,,
1507,1508,store_package,Resource10,485,489,o115,,o115-p1,
1510,1511,place_order,Resource3,487,490,o117,,,
1511,1512,failed_delivery,Resource14,487,492,o109,,,o109-p1-r1
1513,1514,send_invoice,Resource1,488,495,o116,,,
1514,1515,place_order,Resource4,488,490,o118,,,
1515,1516,check_availability,Resource5,488,491,o117,o117-i0,,
1516,1517,check_availability,Resource6,488,490,o117,o117-i1,,
1517,1518,pack_items,Resource9,488,495,o116,,o116-p1,
1518,1519,load_package,Resource13,488,493,o112,,,o112-p1-r1
1519,1520,check_availability,Resource7,489,491,o118,o118-i0,,
1520,1521,check_availability,Resource8,489,491,o118,o118-i1,,
1522,1523,start_route,Resource18,489,493,o115,,,o115-p1-r1
1523,1524,place_order,Resource3,490,492,o119,,,
1524,1525,pick_item,Resource6,490,492,o117,o117-i1,,
1527,1528,pick_item,Resource5,491,494,o117,o117-i0,,
1528,1529,pick_item,Resource7,491,493,o118,o118-i0,,
1529,1530,pick_item,Resource8,491,494,o118,o118-i1,,
1530,1531,check_availability,Resource6,492,494,o119,o119-i0,,
1531,1532,unload_package,Resource14,492,496,o109,,,o109-p1-r1
1532,1533,check_availability,Resource7,493,494,o119,o119-i1,,
1533,1534,deliver_package,Resource13,493,498,o112,,,o112-p1-r1
1534,1535,load_package,Resource18,493,498,o115,,,o115-p1-r1
1535,1536,send_invoice,Resource2,494,498,o117,,,
1536,1537,send_invoice,Resource3,494,497,o118,,,
1537,1538,pick_item,Resource5,494,494,o119,o119-i0,,
1538,1539,pick_item,Resource6,494,496,o119,o119-i1,,
1539,1540,pack_items,Resource10,494,499,o117,,o117-p1,
1540,1541,pack_items,Resource11,494,498,o118,,o118-p1,
1542,1543,receive_payment,Resource1,495,500,o116,,,
1543,1544,store_package,Resource9,495,501,o116,,o116-p1,
1545,1546,send_invoice,Resource4,496,500,o119,,,
1546,1547,pack_items,Resource12,496,502,o119,,o119-p1,
1547,1548,end_route,Resource14,496,501,o109,,,o109-p1-r1
1549,1550,receive_payment,Resource3,497,502,o118,,,
1550,1551,start_route,Resource19,497,502,o109,,,o109-p1-r1
1551,1552,receive_payment,Resource2,498,502,o117,,,
1552,1553,store_package,Resource11,498,503,o118,,o118-p1,
1553,1554,failed_delivery,Resource13,498,502,o112,,,o112-p1-r1
1558,1559,place_order,Resource1,500,501,o121,,,
1560,1561,check_availability,Resource5,501,502,o121,o121-i0,,
1561,1562,check_availability,Resource6,501,501,o121,o121-i1,,
