,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1874,1875,place_order,Resource2,598,600,o140,,,
2006,2007,check_availability,Resource6,630,631,o140,o140-i0,,
2010,2011,check_availability,Resource6,631,632,o140,o140-i1,,
2043,2044,place_order,Resource2,641,642,o150,,,
2110,2111,pick_item,Resource6,662,665,o140,o140-i0,,
2116,2117,pick_item,Resource5,663,666,o140,o140-i1,,
2125,2126,send_invoice,Resource2,666,671,o140,,,
2146,2147,check_availability,Resource6,673,675,o150,o150-i0,,
2147,2148,check_availability,Resource7,673,674,o150,o150-i1,,
2160,2161,place_order,Resource1,678,682,o160,,,
2222,2223,pack_items,Resource10,697,699,o140,,o140-p1,
2241,2242,receive_payment,Resource2,702,709,o140,,,
2249,2250,pick_item,Resource5,705,706,o150,o150-i1,,
2253,2254,pick_item,Resource5,706,707,o150,o150-i0,,
2256,2257,send_invoice,Resource1,707,713,o150,,,
2267,2268,check_availability,Resource5,710,710,o160,o160-i0,,
2268,2269,check_availability,Resource7,710,713,o160,o160-i1,,
2309,2310,place_order,Resource1,728,730,o170,,,
2325,2326,store_package,Resource10,734,739,o140,,o140-p1,
2335,2336,pack_items,Resource9,739,743,o150,,o150-p1,
2342,2343,pick_item,Resource7,741,744,o160,o160-i0,,
2350,2351,receive_payment,Resource2,744,750,o150,,,
2351,2352,pick_item,Resource5,744,745,o160,o160-i1,,
2352,2353,send_invoice,Resource4,745,748,o160,,,
2394,2395,check_availability,Resource5,760,763,o170,o170-i0,,
2395,2396,check_availability,Resource6,760,763,o170,o170-i1,,
2405,2406,place_order,Resource1,766,767,o181,,,
2409,2410,check_availability,Resource5,767,771,o181,o181-i0,,
2410,2411,check_availability,Resource6,767,770,o181,o181-i1,,
2411,2412,place_order,Resource1,769,771,o182,,,
2412,2413,pick_item,Resource6,770,770,o181,o181-i1,,
2413,2414,check_availability,Resource7,770,772,o182,o182-i0,,
2414,2415,check_availability,Resource8,770,772,o182,o182-i1,,
2416,2417,start_route,Resource14,770,776,o140,,,o140-p1-r1
2418,2419,pick_item,Resource5,771,774,o181,o181-i0,,
2422,2423,pick_item,Resource6,772,774,o182,o182-i0,,
2423,2424,pick_item,Resource7,772,773,o182,o182-i1,,
2424,2425,place_order,Resource1,773,774,o183,,,
2425,2426,check_availability,Resource5,774,777,o183,o183-i0,,
2426,2427,check_availability,Resource6,774,775,o183,o183-i1,,
2427,2428,store_package,Resource9,774,780,o150,,o150-p1,
2428,2429,place_order,Resource1,775,776,o184,,,
2429,2430,pick_item,Resource6,775,778,o183,o183-i1,,
2431,2432,check_availability,Resource7,776,777,o184,o184-i0,,
2432,2433,check_availability,Resource8,776,778,o184,o184-i1,,
2433,2434,pack_items,Resource10,776,781,o160,,o160-p1,
2434,2435,place_order,Resource1,777,779,o185,,,
2435,2436,pick_item,Resource5,777,779,o183,o183-i0,,
2436,2437,pick_item,Resource7,777,779,o184,o184-i0,,
2439,2440,pick_item,Resource6,778,779,o184,o184-i1,,
2440,2441,check_availability,Resource8,778,783,o185,o185-i0,,
2441,2442,receive_payment,Resource1,779,786,o160,,,
2442,2443,place_order,Resource2,779,781,o186,,,
2443,2444,check_availability,Resource5,779,780,o185,o185-i1,,
2445,2446,pick_item,Resource5,780,781,o185,o185-i1,,
2446,2447,check_availability,Resource6,780,782,o186,o186-i0,,
2447,2448,check_availability,Resource7,780,783,o186,o186-i1,,
2450,2451,pick_item,Resource5,782,785,o186,o186-i0,,
2451,2452,pick_item,Resource6,783,785,o185,o185-i0,,
2452,2453,pick_item,Resource7,783,786,o186,o186-i1,,
2454,2455,place_order,Resource1,786,787,o187,,,
2455,2456,check_availability,Resource5,787,789,o187,o187-i0,,
2456,2457,check_availability,Resource6,787,788,o187,o187-i1,,
2457,2458,place_order,Resource1,788,790,o188,,,
2458,2459,pick_item,Resource6,788,790,o187,o187-i1,,
2459,2460,place_order,Resource2,789,791,o189,,,
2460,2461,pick_item,Resource5,789,790,o187,o187-i0,,
2461,2462,check_availability,Resource7,789,793,o188,o188-i0,,
2462,2463,check_availability,Resource8,789,789,o188,o188-i1,,
2463,2464,pick_item,Resource5,790,792,o188,o188-i1,,
2464,2465,check_availability,Resource6,790,793,o189,o189-i0,,
2465,2466,check_availability,Resource8,790,790,o189,o189-i1,,
2466,2467,pick_item,Resource8,791,794,o189,o189-i1,,
2468,2469,pick_item,Resource5,793,797,o188,o188-i0,,
2469,2470,pick_item,Resource6,793,797,o189,o189-i0,,
2470,2471,pick_item,Resource7,794,795,o170,o170-i0,,
2471,2472,pick_item,Resource8,794,796,o170,o170-i1,,
2472,2473,place_order,Resource1,795,798,o180,,,
2473,2474,send_invoice,Resource2,796,800,o170,,,
2474,2475,send_invoice,Resource3,796,801,o181,,,
2475,2476,send_invoice,Resource4,796,801,o182,,,
2476,2477,pack_items,Resource9,796,801,o181,,o181-p1,
2477,2478,pack_items,Resource10,796,800,o182,,o182-p1,
2478,2479,pack_items,Resource11,796,802,o183,,o183-p1,
2479,2480,pack_items,Resource12,796,801,o184,,o184-p1,
2481,2482,send_invoice,Resource1,798,802,o183,,,
2482,2483,send_invoice,Resource2,800,805,o184,,,
2483,2484,pack_items,Resource10,800,806,o185,,o185-p1,
2484,2485,send_invoice,Resource3,801,805,o185,,,
2485,2486,send_invoice,Resource4,801,806,o186,,,
2486,2487,pack_items,Resource9,801,806,o186,,o186-p1,
2487,2488,pack_items,Resource12,801,806,o187,,o187-p1,
2488,2489,send_invoice,Resource1,802,808,o187,,,
2489,2490,pack_items,Resource11,802,807,o188,,o188-p1,
2490,2491,send_invoice,Resource2,805,811,o188,,,
2491,2492,send_invoice,Resource3,805,810,o189,,,
2492,2493,receive_payment,Resource4,806,811,o181,,,
2493,2494,pack_items,Resource9,806,811,o189,,o189-p1,
2494,2495,store_package,Resource10,806,811,o182,,o182-p1,
2495,2496,store_package,Resource12,806,812,o181,,o181-p1,
2498,2499,store_package,Resource11,807,812,o184,,o184-p1,
2499,2500,load_package,Resource15,807,812,o140,,,o140-p1-r1
2500,2501,receive_payment,Resource1,808,813,o182,,,
2501,2502,receive_payment,Resource3,810,815,o183,,,
2502,2503,place_order,Resource2,811,813,o191,,,
2503,2504,place_order,Resource4,811,813,o192,,,
2504,2505,store_package,Resource9,811,815,o183,,o183-p1,
2506,2507,start_route,Resource13,811,815,o150,,,o150-p1-r1
2509,2510,check_availability,Resource6,812,814,o191,o191-i1,,
2510,2511,check_availability,Resource7,812,814,o192,o192-i0,,
2511,2512,check_availability,Resource8,812,814,o192,o192-i1,,
2518,2519,place_order,Resource4,813,815,o193,,,
2519,2520,pick_item,Resource6,814,815,o191,o191-i1,,
2520,2521,pick_item,Resource7,814,814,o192,o192-i0,,
