eid,Caseid,Activity,Resource,CompleteTimestamp
17,4507000322_00010,Create Purchase Order Item,user_072,323
18,4507000322_00010,Change Quantity,user_072,1214
32,4507000322_00060,Create Purchase Order Item,user_072,323
33,4507000322_00060,Change Quantity,user_072,1214
35,4507000322_00070,Create Purchase Order Item,user_072,323
36,4507000322_00070,Change Quantity,user_072,1214
42,4507000322_00090,Create Purchase Order Item,user_072,323
43,4507000322_00090,Change Quantity,user_072,1214
70,4507000322_00180,Create Purchase Order Item,user_072,323
71,4507000322_00180,Change Quantity,user_072,1214
73,4507000322_00190,Create Purchase Order Item,user_072,323
74,4507000322_00190,Change Quantity,user_072,1214
80,4507000322_00210,Create Purchase Order Item,user_072,323
81,4507000322_00210,Change Quantity,user_072,1214
204,4507000907_00020,Create Purchase Order Item,user_172,370
267,4507001238_00260,Create Purchase Order Item,user_147,1545
384,4507001411_00040,Create Purchase Order Item,user_172,466
598,4507002116_00010,Create Purchase Order Item,user_038,518
600,4507002116_00020,Create Purchase Order Item,user_038,518
745,4507002765_00010,Create Purchase Order Item,user_033,631
1062,4507003620_00150,Create Purchase Order Item,user_147,688
1084,4507003697_00020,Create Purchase Order Item,user_172,705
1092,4507003708_00010,Create Purchase Order Item,user_147,705
1095,4507003708_00020,Create Purchase Order Item,user_147,705
1098,4507003708_00030,Create Purchase Order Item,user_147,705
1142,4507003935_00010,Create Purchase Order Item,user_043,713
1147,4507003936_00010,Create Purchase Order Item,user_043,714
1148,4507003936_00010,Change Quantity,user_043,714
1151,4507003937_00010,Create Purchase Order Item,user_043,714
1152,4507003937_00010,Change Quantity,user_043,714
1156,4507003938_00010,Create Purchase Order Item,user_043,714
1157,4507003938_00010,Change Quantity,user_043,714
1164,4507003939_00010,Create Purchase Order Item,user_043,714
1167,4507003940_00010,Create Purchase Order Item,user_043,714
1168,4507003940_00010,Change Quantity,user_043,714
1171,4507003941_00010,Create Purchase Order Item,user_043,714
1174,4507003942_00010,Create Purchase Order Item,user_043,714
1175,4507003942_00010,Change Quantity,user_043,714
1178,4507003943_00010,Create Purchase Order Item,user_043,714
1181,4507003944_00010,Create Purchase Order Item,user_043,714
1570,4507004196_00740,Create Purchase Order Item,user_147,735
1588,4507004196_00800,Create Purchase Order Item,user_147,735
1589,4507004196_00800,Change Quantity,user_147,826
1724,4507004361_00030,Create Purchase Order Item,user_172,802
1726,4507004364_00040,Create Purchase Order Item,user_172,802
1730,4507004369_00010,Create Purchase Order Item,user_141,802
1731,4507004369_00010,Change Quantity,user_141,1165
1732,4507004369_00010,Vendor creates invoice,NONE,1680
1830,4507004823_00010,Create Purchase Requisition Item,user_124,816
1831,4507004823_00010,Create Purchase Order Item,user_142,830
1832,4507004823_00010,Change Quantity,user_142,899
1834,4507004826_00010,Create Purchase Order Item,user_147,830
1930,4507005152_00010,Create Purchase Order Item,user_141,856
1942,4507005152_00050,Create Purchase Order Item,user_141,856
1945,4507005152_00060,Create Purchase Order Item,user_141,856
1948,4507005152_00070,Create Purchase Order Item,user_141,856
1951,4507005152_00080,Create Purchase Order Item,user_141,856
1952,4507005152_00080,Vendor creates invoice,NONE,1704
1954,4507005152_00090,Create Purchase Order Item,user_141,856
1955,4507005152_00090,Vendor creates invoice,NONE,1704
1957,4507005152_00100,Create Purchase Order Item,user_141,856
1958,4507005152_00100,Vendor creates invoice,NONE,1704
1960,4507005152_00110,Create Purchase Order Item,user_141,856
1962,4507005152_00120,Create Purchase Order Item,user_141,856
1963,4507005152_00120,Vendor creates invoice,NONE,1704
1965,4507005152_00130,Create Purchase Order Item,user_141,856
1966,4507005152_00130,Vendor creates invoice,NONE,1704
1968,4507005152_00140,Create Purchase Order Item,user_141,856
1969,4507005152_00140,Vendor creates invoice,NONE,1704
1971,4507005152_00150,Create Purchase Order Item,user_141,856
1973,4507005152_00160,Create Purchase Order Item,user_141,856
1975,4507005152_00170,Create Purchase Order Item,user_141,856
1977,4507005157_00050,Create Purchase Order Item,user_043,858
2034,4507005362_00010,Create Purchase Order Item,user_216,876
2037,4507005362_00020,Create Purchase Order Item,user_216,876
2039,4507005362_00030,Create Purchase Order Item,user_216,1138
2045,4507005362_00040,Create Purchase Order Item,user_216,1545
2052,4507005363_00010,Create Purchase Order Item,user_147,876
2120,4507005429_00010,Create Purchase Order Item,user_072,878
2121,4507005429_00010,Vendor creates invoice,NONE,984
2213,4507005613_00010,Create Purchase Order Item,user_043,898
2216,4507005614_00010,Create Purchase Order Item,user_043,898
2282,4507006008_00010,Create Purchase Order Item,user_141,971
2374,4507006074_00530,Create Purchase Order Item,user_147,1701
2375,4507006074_00530,Vendor creates invoice,NONE,1704
2377,4507006074_00540,Create Purchase Order Item,user_147,1701
2378,4507006074_00540,Vendor creates invoice,NONE,1704
2481,4507006339_00010,Create Purchase Order Item,user_147,997
2495,4507006390_00010,Create Purchase Order Item,user_091,999
2496,4507006390_00010,Change Approval for Purchase Order,user_091,999
2497,4507006390_00010,Vendor creates invoice,NONE,1272
2530,4507006432_00030,Vendor creates invoice,NONE,1248
