eid,Caseid,Activity,Resource,CompleteTimestamp
1905,4507005107_00020,Vendor creates invoice,NONE,2568
11012,4507029260_00020,Vendor creates invoice,NONE,3912
12291,4507032427_00060,Vendor creates invoice,NONE,4608
13968,4507037470_00020,Create Purchase Order Item,user_042,4352
15452,4507041159_00010,Create Purchase Order Item,user_072,4721
15453,4507041159_00010,Vendor creates invoice,NONE,5064
16889,4508045565_00010,Create Purchase Order Item,user_043,5243
17416,4508047176_00030,Create Purchase Order Item,user_286,5438
17815,4508048289_00020,Vendor creates invoice,NONE,7056
17816,4508048289_00020,Create Purchase Order Item,user_043,7071
18087,4508049533_00100,Create Purchase Order Item,user_286,5749
18170,4508049940_00020,Create Purchase Order Item,user_068,5845
18280,4508050386_00020,Create Purchase Order Item,user_043,7094
18281,4508050386_00020,Vendor creates invoice,NONE,7104
18587,4508051527_00010,Create Purchase Order Item,user_043,6016
18588,4508051527_00010,Vendor creates invoice,NONE,6864
18850,4508052329_00010,Create Purchase Order Item,user_079,6086
18901,4508052396_00060,Create Purchase Order Item,user_286,6089
18992,4508053043_00010,Create Purchase Order Item,user_172,6177
18993,4508053043_00010,Vendor creates invoice,NONE,7032
18995,4508053043_00020,Create Purchase Order Item,user_172,6177
18996,4508053043_00020,Vendor creates invoice,NONE,7032
18998,4508053043_00030,Create Purchase Order Item,user_172,6177
18999,4508053043_00030,Change Quantity,user_172,6181
19000,4508053043_00030,Vendor creates invoice,NONE,7032
19083,4508053272_00010,Create Purchase Requisition Item,batch_08,6168
19084,4508053272_00010,Create Purchase Order Item,user_286,6185
19085,4508053272_00010,Vendor creates invoice,NONE,7032
19087,4508053273_00020,Create Purchase Order Item,user_286,6185
19110,4508053511_00090,Create Purchase Order Item,user_216,6206
19154,4508053656_00070,Create Purchase Requisition Item,user_451,6216
19155,4508053656_00070,Create Purchase Order Item,user_042,6223
19156,4508053656_00070,Change Price,user_042,6225
19248,4508053855_00030,Create Purchase Order Item,user_068,6232
19249,4508053855_00030,Vendor creates invoice,NONE,7056
19251,4508053855_00040,Create Purchase Order Item,user_068,6232
19252,4508053855_00040,Vendor creates invoice,NONE,7056
19291,4508053864_00070,Create Purchase Order Item,user_286,6233
19294,4508053864_00080,Create Purchase Order Item,user_286,6233
19363,4508053872_00070,Create Purchase Order Item,user_286,6233
19424,4508054299_00010,Create Purchase Requisition Item,batch_08,6240
19425,4508054299_00010,Create Purchase Order Item,user_043,6278
19426,4508054299_00010,Vendor creates invoice,NONE,7032
19427,4508054299_00010,Change Quantity,user_043,7047
19429,4508054308_00010,Create Purchase Requisition Item,user_486,6240
19430,4508054308_00010,Create Purchase Order Item,user_043,6278
19431,4508054308_00010,Vendor creates invoice,NONE,7080
19433,4508054309_00010,Create Purchase Requisition Item,user_486,6240
19434,4508054309_00010,Create Purchase Order Item,user_043,6278
19620,4508054888_00010,Create Purchase Order Item,user_286,6375
19686,4508055174_00010,Create Purchase Requisition Item,user_421,6312
19687,4508055174_00010,Create Purchase Order Item,user_102,6400
19688,4508055174_00010,Vendor creates invoice,NONE,7104
19740,4508055444_00010,Create Purchase Requisition Item,user_043,6408
19741,4508055444_00010,Create Purchase Order Item,user_043,6424
19778,4508055729_00010,Create Purchase Order Item,user_286,6448
19811,4508055740_00010,Create Purchase Requisition Item,batch_08,6432
19812,4508055740_00010,Create Purchase Order Item,user_286,6448
19893,4508055869_00070,Create Purchase Requisition Item,batch_08,6504
19894,4508055869_00070,Create Purchase Order Item,user_079,6514
19896,4508055869_00080,Create Purchase Requisition Item,batch_08,6504
19897,4508055869_00080,Create Purchase Order Item,user_079,6514
19905,4508055870_00060,Create Purchase Requisition Item,batch_08,6504
19906,4508055870_00060,Create Purchase Order Item,user_079,6514
19908,4508055870_00070,Create Purchase Requisition Item,batch_08,6504
19909,4508055870_00070,Create Purchase Order Item,user_079,6514
19953,4508056095_00010,Create Purchase Order Item,user_288,6519
19956,4508056101_00010,Create Purchase Requisition Item,user_421,6504
19957,4508056101_00010,Create Purchase Order Item,user_102,6519
19958,4508056101_00010,Vendor creates invoice,NONE,7080
19980,4508056239_00010,Create Purchase Requisition Item,user_124,6528
19981,4508056239_00010,Create Purchase Order Item,user_142,6538
19994,4508056291_00010,Create Purchase Requisition Item,user_091,6528
19995,4508056291_00010,Create Purchase Order Item,user_091,6540
19996,4508056291_00010,Vendor creates invoice,NONE,7080
19998,4508056297_00010,Create Purchase Requisition Item,user_464,6528
19999,4508056297_00010,Create Purchase Order Item,user_178,6541
20000,4508056297_00010,Vendor creates invoice,NONE,7080
20028,4508056331_00010,Create Purchase Requisition Item,batch_08,6528
20029,4508056331_00010,Create Purchase Order Item,user_286,6543
20037,4508056385_00020,Create Purchase Order Item,user_387,6559
20149,4508056829_00010,Create Purchase Requisition Item,batch_08,6576
20150,4508056829_00010,Create Purchase Order Item,user_286,6588
20165,4508056830_00010,Create Purchase Order Item,user_286,6588
