eid,Caseid,Activity,Resource,CompleteTimestamp
20830,4508058904_00010,Create Purchase Order Item,user_072,6855
22237,4508062874_00010,Create Purchase Requisition Item,user_286,7272
22238,4508062874_00010,Create Purchase Order Item,user_286,7282
22239,4508062874_00010,Vendor creates invoice,NONE,8616
23066,4508064965_00170,Create Purchase Order Item,user_286,7551
23090,4508064969_00040,Create Purchase Order Item,user_286,7551
23293,4508065972_00020,Create Purchase Order Item,user_387,7691
23294,4508065972_00020,Change Price,user_387,8528
23296,4508065972_00040,Create Purchase Order Item,user_387,7691
23297,4508065972_00040,Change Price,user_387,8528
23608,4508067000_00010,Create Purchase Order Item,user_072,7765
23611,4508067000_00020,Create Purchase Order Item,user_072,7765
23656,4508067050_00010,Create Purchase Order Item,user_286,7767
23679,4508067077_00010,Create Purchase Requisition Item,batch_08,7752
23680,4508067077_00010,Create Purchase Order Item,user_043,7768
23683,4508067079_00010,Create Purchase Requisition Item,user_486,7752
23684,4508067079_00010,Create Purchase Order Item,user_043,7768
23685,4508067079_00010,Vendor creates invoice,NONE,8568
23692,4508067092_00010,Create Purchase Requisition Item,batch_08,7752
23693,4508067092_00010,Create Purchase Order Item,user_043,7769
23860,4508067120_00210,Create Purchase Order Item,user_286,7772
23985,4508067559_00010,Create Purchase Order Item,user_068,7858
23986,4508067559_00010,Change Quantity,user_068,8391
23987,4508067559_00010,Vendor creates invoice,NONE,8568
23989,4508067559_00040,Create Purchase Order Item,user_068,7858
23990,4508067559_00040,Change Quantity,user_068,8391
23991,4508067559_00040,Vendor creates invoice,NONE,8568
23993,4508067559_00050,Create Purchase Order Item,user_068,7858
23994,4508067559_00050,Change Quantity,user_068,8391
23995,4508067559_00050,Change Quantity,user_068,8410
23996,4508067559_00050,Vendor creates invoice,NONE,8568
23998,4508067559_00060,Create Purchase Order Item,user_068,7858
23999,4508067559_00060,Change Quantity,user_068,8391
24000,4508067559_00060,Vendor creates invoice,NONE,8568
24002,4508067559_00080,Create Purchase Order Item,user_068,7858
24003,4508067559_00080,Change Quantity,user_068,8391
24004,4508067559_00080,Vendor creates invoice,NONE,8568
24006,4508067559_00110,Create Purchase Order Item,user_068,7858
24007,4508067559_00110,Change Quantity,user_068,8391
24008,4508067559_00110,Vendor creates invoice,NONE,8568
24056,4508067703_00010,Create Purchase Requisition Item,user_043,7848
24057,4508067703_00010,Create Purchase Order Item,user_043,7864
24076,4508067878_00020,Create Purchase Order Item,user_286,7884
24077,4508067878_00020,Change Quantity,user_142,8194
24078,4508067878_00020,Vendor creates invoice,NONE,8592
24079,4508067878_00020,Change Price,user_071,8605
24081,4508067881_00020,Create Purchase Order Item,user_286,7884
24153,4508067936_00010,Create Purchase Order Item,user_286,7886
24158,4508067938_00010,Create Purchase Order Item,user_286,7886
24163,4508067946_00010,Create Purchase Order Item,user_286,7887
24165,4508067947_00010,Create Purchase Order Item,user_286,7887
24245,4508067993_00030,Create Purchase Order Item,user_286,7889
24246,4508067993_00030,Change Quantity,user_286,7954
24248,4508067993_00040,Create Purchase Order Item,user_286,7889
24250,4508067993_00050,Create Purchase Order Item,user_286,7889
24296,4508067999_00240,Create Purchase Order Item,user_286,7889
