eid,Caseid,Activity,Resource,CompleteTimestamp
204,4507000907_00020,Create Purchase Order Item,user_172,370
384,4507001411_00040,Create Purchase Order Item,user_172,466
1084,4507003697_00020,Create Purchase Order Item,user_172,705
1724,4507004361_00030,Create Purchase Order Item,user_172,802
1726,4507004364_00040,Create Purchase Order Item,user_172,802
1744,4507004388_00020,Create Purchase Order Item,user_172,2315
1745,4507004388_00020,Vendor creates invoice,NONE,2592
1905,4507005107_00020,Vendor creates invoice,NONE,2568
2120,4507005429_00010,Create Purchase Order Item,user_072,878
2121,4507005429_00010,Vendor creates invoice,NONE,984
2530,4507006432_00030,Vendor creates invoice,NONE,1248
3018,4507007448_00030,Create Purchase Order Item,user_038,1136
3019,4507007448_00030,Vendor creates invoice,NONE,2952
3021,4507007448_00040,Create Purchase Order Item,user_038,1136
3022,4507007448_00040,Vendor creates invoice,NONE,2952
4024,4507009921_00470,Create Purchase Order Item,user_147,1362
4161,4507010438_00010,Create Purchase Order Item,user_141,1405
4162,4507010438_00010,Vendor creates invoice,NONE,2928
4194,4507010745_00030,Create Purchase Order Item,user_172,1474
4201,4507010753_00030,Create Purchase Order Item,user_172,1474
4202,4507010753_00030,Vendor creates invoice,NONE,2040
4204,4507010755_00030,Create Purchase Order Item,user_172,1474
4205,4507010755_00030,Vendor creates invoice,NONE,1992
4206,4507010755_00030,Vendor creates debit memo,NONE,2112
4208,4507010758_00030,Create Purchase Order Item,user_172,1474
4209,4507010758_00030,Vendor creates invoice,NONE,1992
4251,4507010861_00090,Create Purchase Order Item,user_147,1476
4252,4507010861_00090,Vendor creates invoice,NONE,1752
4461,4507011234_00010,Create Purchase Order Item,user_043,1504
4462,4507011234_00010,Change Quantity,user_043,1504
4463,4507011234_00010,Vendor creates invoice,NONE,2904
4466,4507011235_00010,Create Purchase Order Item,user_043,1504
4469,4507011236_00010,Create Purchase Order Item,user_043,1504
4530,4507011298_00070,Create Purchase Order Item,user_072,1519
4532,4507011298_00080,Create Purchase Order Item,user_072,1519
4533,4507011298_00080,Change Price,user_072,2121
4534,4507011298_00080,Vendor creates invoice,NONE,2592
4535,4507011298_00080,Vendor creates debit memo,NONE,2592
4541,4507011298_00100,Create Purchase Order Item,user_072,1519
4542,4507011298_00100,Change Price,user_072,2121
4548,4507011298_00120,Create Purchase Order Item,user_072,1519
4549,4507011298_00120,Change Price,user_072,2121
4618,4507011509_00010,Create Purchase Order Item,user_141,1526
4695,4507011752_00020,Create Purchase Order Item,user_068,1547
4696,4507011752_00020,Vendor creates invoice,NONE,3024
4751,4507011896_00010,Create Purchase Requisition Item,user_124,1536
4752,4507011896_00010,Create Purchase Order Item,user_142,1551
4771,4507011911_00150,Vendor creates invoice,NONE,2064
5023,4507012954_00010,Create Purchase Order Item,user_072,1690
5024,4507012954_00010,Vendor creates invoice,NONE,1704
5101,4507013194_00010,Create Purchase Order Item,user_043,1714
5370,4507014276_00010,Create Purchase Order Item,user_147,1833
5566,4507014751_00010,Create Purchase Order Item,user_091,1859
5597,4507014796_00010,Create Purchase Order Item,user_057,1861
6016,4507015789_00390,Create Purchase Order Item,user_147,2362
6024,4507015792_00020,Create Purchase Order Item,user_147,1990
6027,4507015793_00020,Create Purchase Order Item,user_147,1990
6205,4507016088_00010,Create Purchase Order Item,user_043,2008
6266,4507016278_00010,Create Purchase Order Item,user_147,2027
6283,4507016333_00010,Create Purchase Requisition Item,batch_08,2016
6284,4507016333_00010,Create Purchase Order Item,user_141,2029
6285,4507016333_00010,Change Quantity,user_142,2102
6363,4507016934_00010,Create Purchase Order Item,user_147,2076
6489,4507017206_00020,Create Purchase Order Item,user_172,2145
6493,4507017256_00010,Create Purchase Order Item,user_141,2146
6730,4507018087_00020,Create Purchase Order Item,user_147,2201
6733,4507018088_00010,Create Purchase Order Item,user_147,2201
6734,4507018088_00010,Change Quantity,user_147,2223
6736,4507018088_00020,Create Purchase Order Item,user_147,2201
6828,4507018128_00010,Create Purchase Order Item,user_079,2207
6829,4507018128_00010,Vendor creates invoice,NONE,2952
6853,4507018280_00050,Create Purchase Order Item,user_164,2219
6854,4507018280_00050,Vendor creates invoice,NONE,2592
6909,4507018341_00020,Create Purchase Order Item,user_068,2222
6912,4507018341_00030,Create Purchase Order Item,user_068,2364
7108,4507019376_00010,Create Purchase Order Item,user_091,2344
7205,4507019382_00220,Create Purchase Order Item,user_147,2654
7206,4507019382_00220,Vendor creates invoice,NONE,3024
7316,4507019389_00010,Create Purchase Order Item,user_147,2346
7436,4507019634_00010,Create Purchase Order Item,user_102,2366
7446,4507019683_00010,Create Purchase Order Item,user_033,2374
7455,4507019776_00010,Create Purchase Order Item,user_068,2385
7456,4507019776_00010,Change Quantity,user_057,2746
7460,4507019776_00030,Create Purchase Order Item,user_068,2385
7475,4507019804_00040,Create Purchase Order Item,user_164,2386
7476,4507019804_00040,Vendor creates invoice,NONE,2688
7478,4507019808_00160,Create Purchase Order Item,user_164,2386
7479,4507019808_00160,Vendor creates invoice,NONE,2688
7552,4507019934_00010,Create Purchase Order Item,user_079,2391
7553,4507019934_00010,Change Quantity,user_079,2486
7554,4507019934_00010,Change Quantity,user_079,2512
7557,4507019934_00020,Create Purchase Order Item,user_079,2391
7560,4507019977_00010,Create Purchase Order Item,user_100,2393
7571,4507020031_00020,Create Purchase Order Item,user_038,2408
7572,4507020031_00020,Change Price,user_038,2412
7573,4507020031_00020,Vendor creates invoice,NONE,2544
7652,4507020445_00030,Create Purchase Order Item,user_068,2510
7674,4507020471_00040,Create Purchase Order Item,user_204,2512
7676,4507020471_00050,Create Purchase Order Item,user_204,2512
7678,4507020471_00060,Create Purchase Order Item,user_204,2512
7680,4507020471_00070,Create Purchase Order Item,user_204,2512
7738,4507020580_00020,Create Purchase Order Item,user_072,2529
7740,4507020580_00030,Create Purchase Order Item,user_072,2529
7742,4507020580_00040,Create Purchase Order Item,user_072,2529
7744,4507020580_00050,Create Purchase Order Item,user_072,2529
7746,4507020580_00060,Create Purchase Order Item,user_072,2529
7747,4507020580_00060,Vendor creates invoice,NONE,2904
7751,4507020580_00070,Create Purchase Order Item,user_072,2529
7753,4507020580_00080,Create Purchase Order Item,user_072,2529
7754,4507020580_00080,Vendor creates invoice,NONE,2736
7756,4507020580_00090,Create Purchase Order Item,user_072,2529
7759,4507020580_00100,Create Purchase Order Item,user_072,2529
7761,4507020580_00110,Create Purchase Order Item,user_072,2529
7774,4507020637_00010,Create Purchase Order Item,user_091,2530
7775,4507020637_00010,Vendor creates invoice,NONE,2904
7777,4507020664_00010,Create Purchase Order Item,user_178,2531
7778,4507020664_00010,Change Quantity,user_178,2968
7826,4507020704_00010,Create Purchase Order Item,user_141,2533
7841,4507020748_00010,Create Purchase Order Item,user_147,2534
7846,4507020773_00010,Create Purchase Order Item,user_102,2536
7849,4507020773_00020,Create Purchase Order Item,user_102,2536
7853,4507020773_00030,Create Purchase Order Item,user_102,2536
7869,4507020956_00010,Create Purchase Order Item,user_091,2555
7870,4507020956_00010,Change Quantity,user_091,2559
7871,4507020956_00010,Vendor creates invoice,NONE,2976
7880,4507021047_00010,Create Purchase Order Item,user_043,2560
7883,4507021053_00010,Create Purchase Order Item,user_043,2561
7901,4507021207_00010,Create Purchase Order Item,user_059,2580
7906,4507021309_00020,Create Purchase Order Item,user_147,2584
7909,4507021310_00010,Create Purchase Order Item,user_147,2584
7911,4507021310_00020,Create Purchase Order Item,user_147,2584
7915,4507021311_00330,Create Purchase Order Item,user_147,2584
7917,4507021311_00340,Create Purchase Order Item,user_147,2584
7924,4507021311_00370,Create Purchase Order Item,user_147,2584
7930,4507021311_00400,Create Purchase Order Item,user_147,2584
7995,4507021312_00040,Vendor creates invoice,NONE,3024
8006,4507021315_00010,Create Purchase Order Item,user_147,2584
8007,4507021315_00010,Delete Purchase Order Item,user_147,2626
8008,4507021315_00010,Change Rejection Indicator,user_147,2626
8009,4507021315_00010,Change Rejection Indicator,user_147,2631
8010,4507021315_00010,Reactivate Purchase Order Item,user_147,2631
8081,4507021376_00340,Create Purchase Order Item,user_038,2647
8140,4507021411_00010,Create Purchase Order Item,user_043,2648
8145,4507021427_00010,Create Purchase Order Item,user_043,2649
8146,4507021427_00010,Change Quantity,user_043,2649
8161,4507021438_00010,Create Purchase Order Item,user_303,2649
8164,4507021438_00020,Create Purchase Order Item,user_303,2649
8167,4507021438_00030,Create Purchase Order Item,user_303,2649
8188,4507021479_00010,Create Purchase Order Item,user_059,2650
8202,4507021520_00020,Create Purchase Order Item,user_204,2651
8205,4507021520_00030,Create Purchase Order Item,user_204,2651
8210,4507021588_00020,Create Purchase Order Item,user_204,2654
8213,4507021588_00030,Create Purchase Order Item,user_204,2654
8248,4507021809_00010,Create Purchase Order Item,user_204,2674
8249,4507021809_00010,Change Price,user_039,2703
8251,4507021809_00020,Create Purchase Order Item,user_204,2674
8252,4507021809_00020,Change Price,user_039,2703
8254,4507021809_00040,Create Purchase Order Item,user_204,2674
8255,4507021809_00040,Change Price,user_039,2703
8257,4507021815_00030,Create Purchase Order Item,user_147,2674
8266,4507021840_00010,Create Purchase Order Item,user_147,2674
8267,4507021840_00010,Vendor creates invoice,NONE,2880
