eid,Caseid,Activity,Resource,CompleteTimestamp
1905,4507005107_00020,Vendor creates invoice,NONE,2568
6489,4507017206_00020,Create Purchase Order Item,user_172,2145
11012,4507029260_00020,Vendor creates invoice,NONE,3912
12291,4507032427_00060,Vendor creates invoice,NONE,4608
13215,4507035342_00020,Create Purchase Order Item,user_072,4095
13216,4507035342_00020,Vendor creates invoice,NONE,5904
13230,4507035342_00090,Create Purchase Order Item,user_072,4095
13241,4507035342_00130,Create Purchase Order Item,user_072,4095
13450,4507036316_00010,Create Purchase Requisition Item,batch_08,4200
13451,4507036316_00010,Create Purchase Order Item,user_142,4212
13746,4507036715_00010,Create Purchase Order Item,user_043,4240
13769,4507036724_00010,Create Purchase Order Item,user_043,4240
13783,4507036732_00010,Create Purchase Order Item,user_043,4240
13808,4507036756_00010,Create Purchase Order Item,user_043,4240
13811,4507036758_00010,Create Purchase Order Item,user_043,4240
13814,4507036759_00010,Create Purchase Order Item,user_043,4240
13827,4507036763_00010,Create Purchase Order Item,user_043,4240
13922,4507037273_00020,Create Purchase Order Item,user_147,4331
13968,4507037470_00020,Create Purchase Order Item,user_042,4352
14205,4507038025_00010,Create Purchase Order Item,user_147,4383
15051,4507039812_00700,Vendor creates invoice,NONE,5064
15052,4507039812_00700,Create Purchase Order Item,user_286,5080
15318,4507040765_00010,Create Purchase Order Item,user_079,4691
15452,4507041159_00010,Create Purchase Order Item,user_072,4721
15453,4507041159_00010,Vendor creates invoice,NONE,5064
15464,4507041258_00060,Create Purchase Order Item,user_079,4738
15466,4507041258_00070,Create Purchase Order Item,user_079,4738
15468,4507041258_00080,Create Purchase Order Item,user_079,4738
15526,4507041473_00050,Create Purchase Order Item,user_147,4743
15655,4507041852_00020,Create Purchase Order Item,user_147,4834
15656,4507041852_00020,Change Price,user_039,4859
15733,4508042220_00010,Create Purchase Order Item,user_091,4861
15734,4508042220_00010,Vendor creates invoice,NONE,5544
15947,4508042949_00060,Create Purchase Order Item,user_147,4918
15949,4508042949_00070,Create Purchase Order Item,user_147,4918
15951,4508042949_00090,Create Purchase Order Item,user_147,4918
15953,4508042949_00100,Create Purchase Order Item,user_147,4918
15955,4508042961_00010,Create Purchase Order Item,user_147,4918
16228,4508043511_00010,Create Purchase Order Item,user_043,5009
16233,4508043512_00010,Create Purchase Order Item,user_043,5009
16244,4508043624_00010,Create Purchase Order Item,user_043,5027
16247,4508043627_00010,Create Purchase Order Item,user_043,5027
16248,4508043627_00010,Change Quantity,user_043,5051
16390,4508044040_00020,Create Purchase Order Item,user_147,5057
16493,4508044340_00010,Create Purchase Order Item,user_286,5079
16502,4508044352_00030,Create Purchase Order Item,user_286,5079
16503,4508044352_00030,Vendor creates invoice,NONE,5928
16511,4508044368_00020,Create Purchase Order Item,user_079,5080
16527,4508044530_00010,Create Purchase Order Item,user_322,5101
16665,4508045037_00020,Create Purchase Order Item,user_147,5203
16722,4508045047_00010,Create Purchase Order Item,user_147,5203
16729,4508045056_00010,Create Purchase Order Item,user_286,5204
16732,4508045056_00020,Create Purchase Order Item,user_286,5204
16735,4508045058_00010,Create Purchase Order Item,user_286,5204
16736,4508045058_00010,Vendor creates invoice,NONE,5832
16866,4508045553_00010,Create Purchase Order Item,user_043,5243
16876,4508045555_00010,Create Purchase Order Item,user_043,5243
16880,4508045556_00010,Create Purchase Order Item,user_043,5243
16889,4508045565_00010,Create Purchase Order Item,user_043,5243
16892,4508045569_00010,Create Purchase Order Item,user_043,5243
16973,4508045888_00060,Create Purchase Order Item,user_079,5269
16991,4508045943_00060,Create Purchase Order Item,user_286,5272
17002,4508045944_00010,Create Purchase Order Item,user_286,5272
17013,4508045946_00020,Create Purchase Order Item,user_286,5272
17074,4508045955_00070,Create Purchase Order Item,user_286,5273
17124,4508045969_00010,Create Purchase Order Item,user_147,5273
17125,4508045969_00010,Vendor creates invoice,NONE,5712
17127,4508045969_00020,Create Purchase Order Item,user_147,5273
17128,4508045969_00020,Vendor creates invoice,NONE,5712
17174,4508046231_00010,Create Purchase Order Item,user_178,5341
17175,4508046231_00010,Change Quantity,user_178,5366
17180,4508046359_00010,Create Purchase Order Item,user_043,5360
17181,4508046359_00010,Vendor creates invoice,NONE,5952
17247,4508046625_00240,Create Purchase Order Item,user_042,5383
17248,4508046625_00240,Change Price,user_042,5386
17262,4508046755_00060,Create Purchase Order Item,user_387,5413
17263,4508046755_00060,Change Quantity,user_387,5432
17266,4508046756_00010,Create Purchase Order Item,user_091,5389
17271,4508046761_00010,Create Purchase Order Item,user_091,5389
17274,4508046764_00010,Create Purchase Order Item,user_091,5389
17275,4508046764_00010,Vendor creates invoice,NONE,5952
17299,4508046926_00010,Create Purchase Order Item,user_091,5411
17300,4508046926_00010,Vendor creates invoice,NONE,5952
17302,4508046930_00010,Create Purchase Order Item,user_178,5411
17416,4508047176_00030,Create Purchase Order Item,user_286,5438
17419,4508047177_00010,Create Purchase Order Item,user_286,5438
17425,4508047182_00030,Create Purchase Order Item,user_286,5439
17427,4508047187_00010,Create Purchase Order Item,user_286,5439
17428,4508047187_00010,Vendor creates invoice,NONE,5952
17431,4508047191_00010,Create Purchase Order Item,user_286,5439
17432,4508047191_00010,Change Quantity,user_286,5559
17435,4508047193_00010,Create Purchase Order Item,user_286,5439
17436,4508047193_00010,Vendor creates invoice,NONE,5952
17438,4508047202_00010,Create Purchase Order Item,user_286,5439
17459,4508047389_00020,Create Purchase Order Item,user_068,5507
17462,4508047389_00030,Create Purchase Order Item,user_068,5507
17500,4508047538_00010,Create Purchase Order Item,user_286,5510
17522,4508047542_00020,Create Purchase Order Item,user_286,5511
17526,4508047542_00040,Create Purchase Order Item,user_286,5511
17532,4508047554_00290,Create Purchase Order Item,user_286,5511
17535,4508047554_00300,Create Purchase Order Item,user_286,5511
17538,4508047554_00310,Create Purchase Order Item,user_286,5511
