eid,Caseid,Activity,Resource,CompleteTimestamp
1905,4507005107_00020,Vendor creates invoice,NONE,2568
11012,4507029260_00020,Vendor creates invoice,NONE,3912
12291,4507032427_00060,Vendor creates invoice,NONE,4608
13968,4507037470_00020,Create Purchase Order Item,user_042,4352
15452,4507041159_00010,Create Purchase Order Item,user_072,4721
15453,4507041159_00010,Vendor creates invoice,NONE,5064
16729,4508045056_00010,Create Purchase Order Item,user_286,5204
16730,4508045056_00010,Vendor creates invoice,NONE,6744
16866,4508045553_00010,Create Purchase Order Item,user_043,5243
16867,4508045553_00010,Change Quantity,user_043,6685
16868,4508045553_00010,Change Quantity,user_043,6757
16869,4508045553_00010,Change Quantity,user_043,6757
16889,4508045565_00010,Create Purchase Order Item,user_043,5243
16892,4508045569_00010,Create Purchase Order Item,user_043,5243
17416,4508047176_00030,Create Purchase Order Item,user_286,5438
17804,4508048287_00010,Create Purchase Order Item,user_043,5580
17811,4508048289_00010,Create Purchase Order Item,user_043,5580
18087,4508049533_00100,Create Purchase Order Item,user_286,5749
18170,4508049940_00020,Create Purchase Order Item,user_068,5845
18247,4508050378_00010,Create Purchase Order Item,user_286,5873
18274,4508050385_00010,Create Purchase Order Item,user_286,5874
18275,4508050385_00010,Change Quantity,user_286,6107
18367,4508050898_00040,Create Purchase Order Item,user_286,5921
18369,4508050898_00050,Create Purchase Order Item,user_286,5921
18381,4508050898_00110,Create Purchase Order Item,user_286,5921
18393,4508050898_00180,Create Purchase Order Item,user_286,5921
18401,4508050900_00010,Create Purchase Order Item,user_286,5921
18404,4508050900_00020,Create Purchase Order Item,user_286,5921
18407,4508050900_00030,Create Purchase Order Item,user_286,5921
18410,4508050900_00040,Create Purchase Order Item,user_286,5921
18413,4508050900_00050,Create Purchase Order Item,user_286,5921
18416,4508050900_00060,Create Purchase Order Item,user_286,5921
18419,4508050900_00070,Create Purchase Order Item,user_286,5921
18422,4508050900_00080,Create Purchase Order Item,user_286,5921
18587,4508051527_00010,Create Purchase Order Item,user_043,6016
18588,4508051527_00010,Vendor creates invoice,NONE,6864
18625,4508051786_00010,Create Purchase Order Item,user_286,6041
18660,4508051792_00010,Create Purchase Order Item,user_286,6041
18675,4508051792_00050,Create Purchase Order Item,user_286,6041
18677,4508051792_00060,Create Purchase Order Item,user_286,6041
18680,4508051792_00070,Create Purchase Order Item,user_286,6041
18753,4508052052_00010,Create Purchase Order Item,user_286,6063
18754,4508052052_00010,Vendor creates invoice,NONE,6768
18850,4508052329_00010,Create Purchase Order Item,user_079,6086
18901,4508052396_00060,Create Purchase Order Item,user_286,6089
18916,4508052402_00010,Create Purchase Order Item,user_286,6089
18919,4508052403_00020,Create Purchase Order Item,user_286,6089
18973,4508052513_00010,Create Purchase Order Item,user_059,6107
18974,4508052513_00010,Vendor creates invoice,NONE,6744
18992,4508053043_00010,Create Purchase Order Item,user_172,6177
18995,4508053043_00020,Create Purchase Order Item,user_172,6177
18998,4508053043_00030,Create Purchase Order Item,user_172,6177
18999,4508053043_00030,Change Quantity,user_172,6181
19026,4508053197_00010,Create Purchase Requisition Item,user_421,6168
19027,4508053197_00010,Create Purchase Order Item,user_102,6179
19083,4508053272_00010,Create Purchase Requisition Item,batch_08,6168
19084,4508053272_00010,Create Purchase Order Item,user_286,6185
19087,4508053273_00020,Create Purchase Order Item,user_286,6185
19110,4508053511_00090,Create Purchase Order Item,user_216,6206
19154,4508053656_00070,Create Purchase Requisition Item,user_451,6216
19155,4508053656_00070,Create Purchase Order Item,user_042,6223
19156,4508053656_00070,Change Price,user_042,6225
19248,4508053855_00030,Create Purchase Order Item,user_068,6232
19251,4508053855_00040,Create Purchase Order Item,user_068,6232
19261,4508053862_00020,Create Purchase Requisition Item,user_440,6216
19262,4508053862_00020,Create Purchase Order Item,user_286,6233
19281,4508053864_00020,Create Purchase Requisition Item,user_439,6216
19282,4508053864_00020,Create Purchase Order Item,user_286,6233
19285,4508053864_00050,Create Purchase Order Item,user_286,6233
19286,4508053864_00050,Vendor creates invoice,NONE,6768
19288,4508053864_00060,Create Purchase Order Item,user_286,6233
19289,4508053864_00060,Vendor creates invoice,NONE,6768
19291,4508053864_00070,Create Purchase Order Item,user_286,6233
19294,4508053864_00080,Create Purchase Order Item,user_286,6233
19297,4508053864_00090,Create Purchase Order Item,user_286,6233
19299,4508053864_00100,Create Purchase Order Item,user_286,6233
19300,4508053864_00100,Vendor creates invoice,NONE,6768
19302,4508053864_00110,Create Purchase Order Item,user_286,6233
19304,4508053864_00120,Create Purchase Order Item,user_286,6233
19305,4508053864_00120,Vendor creates invoice,NONE,6768
19363,4508053872_00070,Create Purchase Order Item,user_286,6233
19407,4508054136_00010,Create Purchase Order Item,user_286,6257
19408,4508054136_00010,Vendor creates invoice,NONE,6840
19424,4508054299_00010,Create Purchase Requisition Item,batch_08,6240
19425,4508054299_00010,Create Purchase Order Item,user_043,6278
19429,4508054308_00010,Create Purchase Requisition Item,user_486,6240
