,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2587,2588,place_order,Resource4,693,695,o190,,,
2705,2706,check_availability,Resource5,725,728,o190,o190-i0,,
2706,2707,check_availability,Resource6,725,726,o190,o190-i1,,
2724,2725,place_order,Resource1,732,736,o200,,,
2780,2781,place_order,Resource2,752,754,o211,,,
2784,2785,check_availability,Resource5,753,755,o211,o211-i0,,
2785,2786,check_availability,Resource7,753,754,o211,o211-i1,,
2790,2791,place_order,Resource4,754,757,o212,,,
2791,2792,pick_item,Resource7,754,755,o211,o211-i1,,
2793,2794,pick_item,Resource5,755,758,o211,o211-i0,,
2794,2795,check_availability,Resource6,755,758,o212,o212-i0,,
2795,2796,check_availability,Resource7,755,758,o212,o212-i1,,
2800,2801,place_order,Resource1,756,760,o213,,,
2802,2803,place_order,Resource4,757,760,o214,,,
2803,2804,pick_item,Resource8,757,760,o190,o190-i1,,
2806,2807,check_availability,Resource5,758,761,o213,o213-i0,,
2807,2808,check_availability,Resource6,758,759,o213,o213-i1,,
2808,2809,pick_item,Resource7,758,760,o212,o212-i0,,
2810,2811,pick_item,Resource6,759,763,o190,o190-i0,,
2815,2816,pick_item,Resource7,760,763,o212,o212-i1,,
2816,2817,check_availability,Resource8,760,763,o214,o214-i0,,
2820,2821,check_availability,Resource5,761,762,o214,o214-i1,,
2824,2825,pick_item,Resource5,762,764,o213,o213-i1,,
2827,2828,send_invoice,Resource4,763,768,o190,,,
2828,2829,pick_item,Resource6,763,764,o213,o213-i0,,
2829,2830,pick_item,Resource7,763,765,o214,o214-i1,,
2830,2831,pick_item,Resource8,763,765,o214,o214-i0,,
2832,2833,check_availability,Resource5,764,766,o200,o200-i0,,
2833,2834,check_availability,Resource6,764,766,o200,o200-i1,,
2838,2839,place_order,Resource3,766,769,o215,,,
2839,2840,check_availability,Resource5,767,770,o215,o215-i0,,
2840,2841,check_availability,Resource6,767,770,o215,o215-i1,,
2842,2843,place_order,Resource2,768,771,o216,,,
2844,2845,receive_payment,Resource3,769,775,o190,,,
2845,2846,place_order,Resource4,769,772,o217,,,
2846,2847,check_availability,Resource7,769,770,o216,o216-i0,,
2847,2848,check_availability,Resource8,769,771,o216,o216-i1,,
2848,2849,pack_items,Resource9,769,775,o190,,o190-p1,
2851,2852,pick_item,Resource5,770,773,o215,o215-i0,,
2852,2853,pick_item,Resource6,770,771,o215,o215-i1,,
2853,2854,pick_item,Resource7,770,772,o216,o216-i0,,
2856,2857,place_order,Resource2,771,775,o218,,,
2857,2858,check_availability,Resource6,771,773,o217,o217-i0,,
2858,2859,check_availability,Resource8,771,774,o217,o217-i1,,
2859,2860,pick_item,Resource7,772,775,o216,o216-i1,,
2861,2862,place_order,Resource1,773,777,o210,,,
2862,2863,place_order,Resource4,773,775,o219,,,
2863,2864,check_availability,Resource5,773,775,o218,o218-i0,,
2864,2865,check_availability,Resource6,773,777,o218,o218-i1,,
2867,2868,pick_item,Resource8,774,777,o217,o217-i0,,
2868,2869,pack_items,Resource10,774,778,o211,,o211-p1,
2869,2870,pack_items,Resource11,774,781,o212,,o212-p1,
2870,2871,pack_items,Resource12,774,778,o213,,o213-p1,
2871,2872,send_invoice,Resource2,775,780,o211,,,
2872,2873,send_invoice,Resource3,775,779,o212,,,
2873,2874,send_invoice,Resource4,775,780,o213,,,
2874,2875,pick_item,Resource5,775,776,o217,o217-i1,,
2875,2876,check_availability,Resource7,775,777,o219,o219-i0,,
2876,2877,store_package,Resource9,775,782,o190,,o190-p1,
2877,2878,check_availability,Resource5,776,778,o219,o219-i1,,
2879,2880,send_invoice,Resource1,777,783,o214,,,
2880,2881,pick_item,Resource6,777,778,o218,o218-i0,,
2881,2882,pick_item,Resource7,777,779,o218,o218-i1,,
2882,2883,pick_item,Resource8,777,780,o219,o219-i0,,
2885,2886,pick_item,Resource5,778,781,o219,o219-i1,,
2886,2887,pack_items,Resource10,778,784,o214,,o214-p1,
2887,2888,pack_items,Resource12,778,782,o215,,o215-p1,
2888,2889,send_invoice,Resource3,779,785,o215,,,
2889,2890,send_invoice,Resource2,780,786,o216,,,
2890,2891,send_invoice,Resource4,780,786,o217,,,
2891,2892,pack_items,Resource11,781,786,o216,,o216-p1,
2892,2893,pack_items,Resource9,782,788,o217,,o217-p1,
2893,2894,store_package,Resource12,782,786,o211,,o211-p1,
2894,2895,start_route,Resource15,782,786,o190,,,o190-p1-r1
2895,2896,send_invoice,Resource1,783,790,o218,,,
2896,2897,store_package,Resource10,784,789,o213,,o213-p1,
2897,2898,send_invoice,Resource3,785,790,o219,,,
2898,2899,place_order,Resource2,786,790,o221,,,
2900,2901,pack_items,Resource11,786,790,o218,,o218-p1,
2903,2904,start_route,Resource14,786,791,o211,,,o211-p1-r1
2904,2905,check_availability,Resource5,787,790,o221,o221-i0,,
2905,2906,check_availability,Resource6,787,790,o221,o221-i1,,
