,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
94,95,place_order,Resource2,39,40,o11,,,
98,99,place_order,Resource2,40,42,o12,,,
99,100,place_order,Resource3,40,43,o13,,,
100,101,check_availability,Resource5,40,41,o11,o11-i0,,
101,102,check_availability,Resource6,40,41,o11,o11-i1,,
105,106,pick_item,Resource5,41,44,o11,o11-i0,,
106,107,pick_item,Resource6,41,42,o11,o11-i1,,
107,108,check_availability,Resource7,41,43,o12,o12-i0,,
108,109,check_availability,Resource8,41,43,o12,o12-i1,,
110,111,place_order,Resource2,42,45,o14,,,
111,112,check_availability,Resource6,42,45,o13,o13-i0,,
113,114,check_availability,Resource7,43,45,o13,o13-i1,,
114,115,pick_item,Resource8,43,46,o12,o12-i0,,
115,116,place_order,Resource3,44,47,o15,,,
116,117,pick_item,Resource5,44,47,o12,o12-i1,,
122,123,place_order,Resource2,45,48,o16,,,
123,124,check_availability,Resource6,45,46,o14,o14-i0,,
124,125,check_availability,Resource7,45,48,o14,o14-i1,,
125,126,pick_item,Resource6,46,49,o13,o13-i0,,
126,127,pick_item,Resource8,46,47,o13,o13-i1,,
129,130,check_availability,Resource5,47,51,o15,o15-i0,,
130,131,check_availability,Resource8,47,49,o15,o15-i1,,
132,133,pick_item,Resource7,48,50,o14,o14-i0,,
133,134,check_availability,Resource6,49,51,o16,o16-i0,,
134,135,check_availability,Resource8,49,50,o16,o16-i1,,
137,138,pick_item,Resource7,50,53,o14,o14-i1,,
138,139,pick_item,Resource8,50,53,o15,o15-i1,,
142,143,place_order,Resource1,51,54,o17,,,
143,144,pick_item,Resource5,51,54,o16,o16-i1,,
144,145,pick_item,Resource6,51,52,o15,o15-i0,,
145,146,pick_item,Resource6,52,55,o16,o16-i0,,
147,148,check_availability,Resource7,53,56,o17,o17-i0,,
148,149,check_availability,Resource8,53,56,o17,o17-i1,,
150,151,pick_item,Resource5,56,59,o17,o17-i0,,
151,152,pick_item,Resource6,56,57,o17,o17-i1,,
155,156,place_order,Resource1,63,66,o10,,,
156,157,send_invoice,Resource2,64,69,o11,,,
157,158,send_invoice,Resource3,64,69,o12,,,
158,159,send_invoice,Resource4,64,68,o13,,,
159,160,pack_items,Resource9,64,69,o11,,o11-p1,
160,161,pack_items,Resource10,64,67,o12,,o12-p1,
161,162,pack_items,Resource11,64,68,o13,,o13-p1,
162,163,pack_items,Resource12,64,69,o14,,o14-p1,
