,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2861,2862,place_order,Resource1,773,777,o210,,,
2974,2975,place_order,Resource3,805,807,o220,,,
2976,2977,check_availability,Resource6,805,808,o210,o210-i0,,
2981,2982,check_availability,Resource8,806,810,o210,o210-i1,,
3113,3114,check_availability,Resource6,837,840,o220,o220-i0,,
3114,3115,check_availability,Resource7,837,838,o220,o220-i1,,
3116,3117,place_order,Resource1,838,841,o230,,,
3122,3123,pick_item,Resource5,839,842,o210,o210-i0,,
3133,3134,pick_item,Resource6,841,843,o210,o210-i1,,
3137,3138,send_invoice,Resource4,843,849,o210,,,
3157,3158,place_order,Resource4,849,851,o239,,,
3164,3165,check_availability,Resource7,850,852,o239,o239-i0,,
3165,3166,check_availability,Resource8,850,852,o239,o239-i1,,
3170,3171,place_order,Resource3,851,854,o241,,,
3171,3172,place_order,Resource4,851,851,o242,,,
3176,3177,pick_item,Resource6,852,854,o239,o239-i0,,
3177,3178,pick_item,Resource7,852,852,o239,o239-i1,,
3178,3179,check_availability,Resource8,852,854,o241,o241-i0,,
3179,3180,check_availability,Resource7,853,856,o241,o241-i1,,
3183,3184,place_order,Resource3,854,855,o243,,,
3184,3185,check_availability,Resource5,854,856,o242,o242-i0,,
3185,3186,check_availability,Resource6,854,856,o242,o242-i1,,
3186,3187,pick_item,Resource8,854,856,o241,o241-i0,,
3194,3195,check_availability,Resource5,856,858,o243,o243-i0,,
3195,3196,check_availability,Resource6,856,857,o243,o243-i1,,
3196,3197,pick_item,Resource7,856,859,o241,o241-i1,,
3197,3198,pick_item,Resource8,856,860,o242,o242-i0,,
3199,3200,pick_item,Resource6,857,860,o242,o242-i1,,
3200,3201,place_order,Resource2,858,861,o244,,,
3201,3202,pick_item,Resource5,858,861,o243,o243-i1,,
3202,3203,pack_items,Resource9,858,863,o239,,o239-p1,
3206,3207,place_order,Resource4,859,862,o245,,,
3207,3208,pick_item,Resource7,859,861,o243,o243-i0,,
3210,3211,check_availability,Resource6,860,863,o244,o244-i0,,
3211,3212,check_availability,Resource8,860,863,o244,o244-i1,,
3217,3218,check_availability,Resource5,861,863,o245,o245-i0,,
3218,3219,check_availability,Resource7,861,863,o245,o245-i1,,
3223,3224,pick_item,Resource5,863,866,o244,o244-i0,,
3224,3225,pick_item,Resource6,863,866,o244,o244-i1,,
3225,3226,pick_item,Resource7,863,864,o245,o245-i0,,
3226,3227,pick_item,Resource8,863,864,o245,o245-i1,,
3227,3228,store_package,Resource9,863,868,o239,,o239-p1,
3229,3230,send_invoice,Resource2,864,869,o239,,,
3231,3232,receive_payment,Resource1,865,870,o210,,,
3232,3233,pack_items,Resource10,865,869,o210,,o210-p1,
3236,3237,place_order,Resource3,867,870,o246,,,
3240,3241,check_availability,Resource5,868,872,o246,o246-i0,,
3241,3242,check_availability,Resource6,868,871,o246,o246-i1,,
3242,3243,place_order,Resource2,869,872,o240,,,
3243,3244,place_order,Resource4,869,872,o247,,,
3244,3245,pick_item,Resource7,869,870,o220,o220-i1,,
3245,3246,store_package,Resource9,869,875,o210,,o210-p1,
3248,3249,send_invoice,Resource1,870,876,o242,,,
3249,3250,send_invoice,Resource3,870,874,o241,,,
3250,3251,check_availability,Resource7,870,874,o230,o230-i0,,
3251,3252,check_availability,Resource8,870,870,o230,o230-i1,,
3252,3253,pack_items,Resource10,870,877,o241,,o241-p1,
3253,3254,pack_items,Resource11,870,876,o242,,o242-p1,
3254,3255,pack_items,Resource12,870,876,o243,,o243-p1,
3255,3256,start_route,Resource18,870,875,o239,,,o239-p1-r1
3257,3258,pick_item,Resource6,871,875,o220,o220-i0,,
3258,3259,check_availability,Resource8,871,872,o247,o247-i0,,
3259,3260,place_order,Resource2,872,875,o248,,,
3260,3261,send_invoice,Resource4,872,876,o243,,,
3261,3262,check_availability,Resource5,872,875,o247,o247-i1,,
3262,3263,pick_item,Resource8,872,874,o246,o246-i1,,
3267,3268,place_order,Resource3,874,876,o249,,,
3268,3269,pick_item,Resource7,874,876,o246,o246-i0,,
