,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1483,1484,place_order,Resource2,422,424,o110,,,
1608,1609,check_availability,Resource5,454,455,o110,o110-i0,,
1609,1610,check_availability,Resource6,454,455,o110,o110-i1,,
1613,1614,place_order,Resource4,455,459,o129,,,
1620,1621,place_order,Resource2,457,459,o120,,,
1626,1627,check_availability,Resource7,458,460,o129,o129-i0,,
1637,1638,check_availability,Resource8,459,460,o129,o129-i1,,
1647,1648,pick_item,Resource6,462,465,o129,o129-i0,,
1648,1649,pick_item,Resource7,462,465,o129,o129-i1,,
1673,1674,send_invoice,Resource4,469,474,o129,,,
1685,1686,place_order,Resource1,473,476,o132,,,
1686,1687,pack_items,Resource10,473,479,o129,,o129-p1,
1690,1691,place_order,Resource4,474,477,o133,,,
1693,1694,check_availability,Resource7,474,474,o132,o132-i0,,
1694,1695,check_availability,Resource8,474,475,o132,o132-i1,,
1699,1700,pick_item,Resource5,475,479,o132,o132-i0,,
1700,1701,pick_item,Resource6,475,477,o132,o132-i1,,
1701,1702,check_availability,Resource7,475,477,o133,o133-i0,,
1702,1703,check_availability,Resource8,475,475,o133,o133-i1,,
1706,1707,pick_item,Resource8,476,477,o133,o133-i1,,
1708,1709,place_order,Resource4,477,481,o134,,,
1709,1710,pick_item,Resource6,477,479,o133,o133-i0,,
1714,1715,check_availability,Resource7,478,481,o134,o134-i0,,
1715,1716,check_availability,Resource8,478,481,o134,o134-i1,,
1721,1722,store_package,Resource9,479,483,o129,,o129-p1,
1728,1729,pick_item,Resource5,481,483,o134,o134-i0,,
1729,1730,pick_item,Resource6,481,482,o134,o134-i1,,
1738,1739,start_route,Resource17,484,489,o129,,,o129-p1-r1
1740,1741,place_order,Resource2,485,488,o136,,,
1742,1743,place_order,Resource3,486,489,o137,,,
1743,1744,pick_item,Resource5,486,489,o110,o110-i0,,
1744,1745,pick_item,Resource6,486,488,o110,o110-i1,,
1745,1746,check_availability,Resource7,486,489,o136,o136-i0,,
1746,1747,check_availability,Resource8,486,488,o136,o136-i1,,
1749,1750,place_order,Resource1,487,489,o130,,,
1754,1755,check_availability,Resource6,488,491,o137,o137-i0,,
1755,1756,check_availability,Resource8,488,490,o137,o137-i1,,
1757,1758,pack_items,Resource11,488,494,o132,,o132-p1,
1758,1759,pack_items,Resource12,488,494,o133,,o133-p1,
1759,1760,send_invoice,Resource1,489,494,o110,,,
1761,1762,check_availability,Resource5,489,489,o120,o120-i0,,
1762,1763,check_availability,Resource7,489,492,o120,o120-i1,,
1767,1768,pick_item,Resource5,490,494,o136,o136-i1,,
1768,1769,pick_item,Resource8,490,492,o136,o136-i0,,
1769,1770,pick_item,Resource6,491,494,o137,o137-i1,,
1770,1771,pack_items,Resource10,491,497,o134,,o134-p1,
1772,1773,load_package,Resource18,491,497,o129,,,o129-p1-r1
1774,1775,receive_payment,Resource3,492,499,o129,,,
1775,1776,pick_item,Resource7,492,494,o137,o137-i0,,
1778,1779,send_invoice,Resource1,494,499,o132,,,
1779,1780,send_invoice,Resource2,494,499,o133,,,
1780,1781,place_order,Resource4,494,497,o138,,,
1782,1783,store_package,Resource12,494,502,o132,,o132-p1,
1787,1788,check_availability,Resource5,495,498,o138,o138-i0,,
1788,1789,check_availability,Resource6,495,496,o138,o138-i1,,
1790,1791,pick_item,Resource6,496,499,o138,o138-i1,,
1791,1792,store_package,Resource9,496,502,o133,,o133-p1,
1793,1794,pack_items,Resource10,497,503,o136,,o136-p1,
1794,1795,deliver_package,Resource18,497,503,o129,,,o129-p1-r1
1795,1796,pick_item,Resource5,498,501,o138,o138-i0,,
1796,1797,pack_items,Resource11,498,502,o137,,o137-p1,
1802,1803,send_invoice,Resource1,499,506,o134,,,
1803,1804,send_invoice,Resource2,499,504,o136,,,
1804,1805,send_invoice,Resource3,499,504,o137,,,
1806,1807,place_order,Resource4,502,503,o139,,,
1808,1809,store_package,Resource11,502,507,o134,,o134-p1,
1809,1810,pack_items,Resource12,502,507,o138,,o138-p1,
1811,1812,start_route,Resource16,502,508,o132,,,o132-p1-r1
1812,1813,start_route,Resource17,502,506,o133,,,o133-p1-r1
1814,1815,check_availability,Resource5,503,504,o139,o139-i0,,
1815,1816,check_availability,Resource6,503,504,o139,o139-i1,,
1816,1817,store_package,Resource10,503,508,o137,,o137-p1,
1818,1819,failed_delivery,Resource14,503,508,o129,,,o129-p1-r1
1819,1820,place_order,Resource2,504,505,o141,,,
1820,1821,place_order,Resource3,504,506,o142,,,
1821,1822,pick_item,Resource5,504,507,o139,o139-i0,,
1822,1823,pick_item,Resource6,504,505,o139,o139-i1,,
1824,1825,receive_payment,Resource2,505,511,o110,,,
1825,1826,check_availability,Resource6,505,506,o141,o141-i0,,
1826,1827,check_availability,Resource7,505,507,o141,o141-i1,,
1827,1828,check_availability,Resource8,505,508,o142,o142-i0,,
1828,1829,pack_items,Resource9,505,510,o110,,o110-p1,
1830,1831,send_invoice,Resource1,506,512,o138,,,
1831,1832,place_order,Resource3,506,509,o143,,,
1832,1833,check_availability,Resource6,506,510,o142,o142-i1,,
1834,1835,load_package,Resource17,506,510,o133,,,o133-p1-r1
1835,1836,pick_item,Resource5,507,509,o141,o141-i0,,
1836,1837,pick_item,Resource7,507,509,o141,o141-i1,,
1837,1838,store_package,Resource11,507,511,o136,,o136-p1,
1838,1839,store_package,Resource12,507,511,o138,,o138-p1,
1839,1840,start_route,Resource20,507,514,o134,,,o134-p1-r1
1840,1841,check_availability,Resource8,508,511,o143,o143-i0,,
1841,1842,pack_items,Resource10,508,514,o139,,o139-p1,
1843,1844,unload_package,Resource16,508,514,o129,,,o129-p1-r1
1844,1845,load_package,Resource18,508,513,o132,,,o132-p1-r1
1845,1846,receive_payment,Resource3,509,514,o132,,,
1846,1847,receive_payment,Resource4,509,514,o133,,,
1847,1848,check_availability,Resource5,509,511,o143,o143-i1,,
1848,1849,pick_item,Resource7,509,512,o142,o142-i0,,
1849,1850,start_route,Resource15,509,515,o137,,,o137-p1-r1
1850,1851,pick_item,Resource6,510,513,o142,o142-i1,,
1851,1852,store_package,Resource9,510,514,o110,,o110-p1,
1853,1854,deliver_package,Resource17,510,515,o133,,,o133-p1-r1
1854,1855,place_order,Resource2,511,515,o144,,,
1855,1856,pick_item,Resource5,511,513,o143,o143-i0,,
1856,1857,pick_item,Resource8,511,514,o143,o143-i1,,
1858,1859,place_order,Resource1,512,514,o145,,,
1859,1860,check_availability,Resource7,512,514,o144,o144-i0,,
1860,1861,check_availability,Resource5,513,516,o144,o144-i1,,
1861,1862,check_availability,Resource6,513,514,o145,o145-i0,,
1862,1863,start_route,Resource14,513,518,o136,,,o136-p1-r1
1863,1864,start_route,Resource18,513,518,o138,,,o138-p1-r1
1865,1866,send_invoice,Resource3,514,520,o139,,,
1866,1867,place_order,Resource4,514,514,o146,,,
1867,1868,pick_item,Resource6,514,519,o145,o145-i1,,
1868,1869,pick_item,Resource7,514,513,o144,o144-i0,,
1869,1870,pick_item,Resource8,514,516,o145,o145-i0,,
1870,1871,store_package,Resource9,514,519,o139,,o139-p1,
1871,1872,start_route,Resource16,514,518,o110,,,o110-p1-r1
1873,1874,deliver_package,Resource20,514,520,o132,,,o132-p1-r1
1874,1875,receive_payment,Resource2,515,520,o136,,,
1875,1876,receive_payment,Resource4,515,521,o137,,,
1876,1877,check_availability,Resource7,515,517,o146,o146-i0,,
1877,1878,end_route,Resource13,515,520,o129,,,o129-p1-r1
