,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2974,2975,place_order,Resource3,805,807,o220,,,
3113,3114,check_availability,Resource6,837,840,o220,o220-i0,,
3114,3115,check_availability,Resource7,837,838,o220,o220-i1,,
3116,3117,place_order,Resource1,838,841,o230,,,
3183,3184,place_order,Resource3,854,855,o243,,,
3194,3195,check_availability,Resource5,856,858,o243,o243-i0,,
3195,3196,check_availability,Resource6,856,857,o243,o243-i1,,
3201,3202,pick_item,Resource5,858,861,o243,o243-i1,,
3207,3208,pick_item,Resource7,859,861,o243,o243-i0,,
3242,3243,place_order,Resource2,869,872,o240,,,
3243,3244,place_order,Resource4,869,872,o247,,,
3244,3245,pick_item,Resource7,869,870,o220,o220-i1,,
3250,3251,check_availability,Resource7,870,874,o230,o230-i0,,
3251,3252,check_availability,Resource8,870,870,o230,o230-i1,,
3254,3255,pack_items,Resource12,870,876,o243,,o243-p1,
3257,3258,pick_item,Resource6,871,875,o220,o220-i0,,
3258,3259,check_availability,Resource8,871,872,o247,o247-i0,,
3260,3261,send_invoice,Resource4,872,876,o243,,,
3261,3262,check_availability,Resource5,872,875,o247,o247-i1,,
3267,3268,place_order,Resource3,874,876,o249,,,
3269,3270,pick_item,Resource8,874,877,o247,o247-i0,,
3271,3272,send_invoice,Resource2,875,880,o220,,,
3279,3280,pick_item,Resource5,876,877,o247,o247-i1,,
3281,3282,check_availability,Resource7,876,877,o249,o249-i0,,
3285,3286,check_availability,Resource5,877,879,o249,o249-i1,,
3287,3288,pick_item,Resource7,877,879,o249,o249-i0,,
3288,3289,store_package,Resource10,877,882,o243,,o243-p1,
3292,3293,pick_item,Resource5,879,882,o249,o249-i1,,
3299,3300,send_invoice,Resource3,881,885,o247,,,
3301,3302,pack_items,Resource12,881,886,o247,,o247-p1,
3304,3305,start_route,Resource20,882,888,o243,,,o243-p1-r1
3311,3312,place_order,Resource2,886,890,o251,,,
3313,3314,pack_items,Resource12,886,891,o249,,o249-p1,
3317,3318,check_availability,Resource5,887,890,o251,o251-i0,,
3318,3319,check_availability,Resource6,887,888,o251,o251-i1,,
3320,3321,pick_item,Resource6,888,892,o251,o251-i1,,
3321,3322,load_package,Resource18,888,894,o243,,,o243-p1-r1
3322,3323,receive_payment,Resource4,889,895,o220,,,
3324,3325,receive_payment,Resource2,890,896,o243,,,
3325,3326,send_invoice,Resource3,890,894,o249,,,
3326,3327,pick_item,Resource5,890,892,o251,o251-i0,,
3327,3328,pack_items,Resource9,890,894,o220,,o220-p1,
3330,3331,store_package,Resource11,891,898,o247,,o247-p1,
3334,3335,store_package,Resource10,892,898,o249,,o249-p1,
3337,3338,place_order,Resource1,893,897,o252,,,
3338,3339,place_order,Resource3,894,896,o253,,,
3339,3340,check_availability,Resource5,894,897,o252,o252-i0,,
3340,3341,check_availability,Resource6,894,896,o252,o252-i1,,
3341,3342,store_package,Resource9,894,898,o220,,o220-p1,
3342,3343,deliver_package,Resource13,894,900,o243,,,o243-p1-r1
3344,3345,check_availability,Resource7,895,897,o253,o253-i0,,
3345,3346,check_availability,Resource8,895,897,o253,o253-i1,,
3348,3349,place_order,Resource2,896,898,o254,,,
3350,3351,pick_item,Resource6,896,899,o252,o252-i1,,
3353,3354,place_order,Resource1,897,899,o255,,,
3354,3355,pick_item,Resource5,897,898,o252,o252-i0,,
3355,3356,pick_item,Resource7,897,898,o253,o253-i0,,
3356,3357,pick_item,Resource8,897,899,o253,o253-i1,,
3359,3360,receive_payment,Resource2,898,905,o247,,,
3360,3361,check_availability,Resource5,898,901,o254,o254-i0,,
3361,3362,check_availability,Resource7,898,900,o254,o254-i1,,
3362,3363,start_route,Resource20,898,902,o220,,,o220-p1-r1
3363,3364,place_order,Resource1,899,902,o256,,,
3364,3365,check_availability,Resource6,899,902,o255,o255-i0,,
3365,3366,check_availability,Resource8,899,901,o255,o255-i1,,
3366,3367,start_route,Resource16,899,905,o247,,,o247-p1-r1
3367,3368,place_order,Resource4,900,903,o257,,,
3368,3369,pick_item,Resource7,900,903,o254,o254-i1,,
3369,3370,start_route,Resource13,900,905,o249,,,o249-p1-r1
3372,3373,pick_item,Resource5,901,904,o230,o230-i1,,
3373,3374,check_availability,Resource8,901,903,o240,o240-i0,,
