,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2333,2334,place_order,Resource2,628,631,o170,,,
2449,2450,place_order,Resource4,658,661,o180,,,
2463,2464,check_availability,Resource7,660,661,o170,o170-i0,,
2468,2469,check_availability,Resource7,661,663,o170,o170-i1,,
2530,2531,place_order,Resource4,680,682,o192,,,
2533,2534,place_order,Resource1,681,684,o193,,,
2534,2535,check_availability,Resource6,681,682,o192,o192-i0,,
2535,2536,check_availability,Resource7,681,683,o192,o192-i1,,
2541,2542,pick_item,Resource6,682,685,o192,o192-i0,,
2542,2543,check_availability,Resource8,682,685,o193,o193-i0,,
2545,2546,place_order,Resource2,683,685,o194,,,
2546,2547,check_availability,Resource5,683,685,o193,o193-i1,,
2547,2548,pick_item,Resource7,683,686,o192,o192-i1,,
2553,2554,check_availability,Resource5,685,686,o194,o194-i0,,
2554,2555,check_availability,Resource6,685,687,o194,o194-i1,,
2555,2556,pick_item,Resource8,685,687,o193,o193-i0,,
2559,2560,pick_item,Resource5,686,690,o193,o193-i1,,
2560,2561,pick_item,Resource7,686,688,o194,o194-i0,,
2563,2564,pick_item,Resource6,687,690,o194,o194-i1,,
2565,2566,place_order,Resource3,688,690,o195,,,
2566,2567,place_order,Resource4,688,690,o196,,,
2568,2569,check_availability,Resource7,689,692,o195,o195-i0,,
2569,2570,check_availability,Resource8,689,690,o195,o195-i1,,
2573,2574,place_order,Resource4,690,693,o197,,,
2574,2575,check_availability,Resource5,690,692,o180,o180-i0,,
2575,2576,check_availability,Resource6,690,691,o180,o180-i1,,
2576,2577,check_availability,Resource8,690,692,o196,o196-i0,,
2579,2580,check_availability,Resource6,691,693,o196,o196-i1,,
2582,2583,pick_item,Resource5,692,695,o170,o170-i0,,
2583,2584,pick_item,Resource7,692,695,o195,o195-i1,,
2584,2585,check_availability,Resource8,692,694,o197,o197-i0,,
2587,2588,place_order,Resource4,693,695,o190,,,
2588,2589,check_availability,Resource6,693,696,o197,o197-i1,,
2590,2591,pick_item,Resource8,694,698,o170,o170-i1,,
2592,2593,pack_items,Resource10,694,699,o192,,o192-p1,
2593,2594,pack_items,Resource11,694,700,o193,,o193-p1,
2594,2595,pack_items,Resource12,694,698,o194,,o194-p1,
2596,2597,place_order,Resource4,695,698,o198,,,
2597,2598,pick_item,Resource5,695,697,o195,o195-i0,,
2598,2599,pick_item,Resource7,695,698,o196,o196-i0,,
2601,2602,send_invoice,Resource1,696,703,o192,,,
2602,2603,send_invoice,Resource2,696,700,o193,,,
2603,2604,pick_item,Resource6,696,697,o196,o196-i1,,
2604,2605,pick_item,Resource5,697,701,o197,o197-i0,,
2605,2606,pick_item,Resource6,697,700,o197,o197-i1,,
2608,2609,send_invoice,Resource4,698,703,o170,,,
2609,2610,check_availability,Resource7,698,700,o198,o198-i0,,
2610,2611,check_availability,Resource8,698,700,o198,o198-i1,,
2611,2612,pack_items,Resource9,698,703,o195,,o195-p1,
2613,2614,store_package,Resource10,699,705,o194,,o194-p1,
2615,2616,send_invoice,Resource2,700,705,o194,,,
2616,2617,pick_item,Resource6,700,701,o198,o198-i0,,
2617,2618,pick_item,Resource7,700,702,o198,o198-i1,,
2618,2619,pack_items,Resource11,700,706,o196,,o196-p1,
2621,2622,send_invoice,Resource1,703,708,o195,,,
2622,2623,send_invoice,Resource4,703,708,o196,,,
2623,2624,store_package,Resource9,703,708,o192,,o192-p1,
2625,2626,store_package,Resource12,704,710,o193,,o193-p1,
2628,2629,send_invoice,Resource2,705,711,o197,,,
2629,2630,pack_items,Resource10,705,709,o197,,o197-p1,
2630,2631,start_route,Resource16,705,711,o194,,,o194-p1-r1
2631,2632,pack_items,Resource11,706,711,o198,,o198-p1,
2632,2633,place_order,Resource1,708,710,o199,,,
2633,2634,send_invoice,Resource3,708,714,o198,,,
2634,2635,receive_payment,Resource4,708,713,o193,,,
2635,2636,store_package,Resource9,708,712,o195,,o195-p1,
2636,2637,start_route,Resource13,708,714,o192,,,o192-p1-r1
2637,2638,check_availability,Resource5,709,711,o199,o199-i0,,
2638,2639,check_availability,Resource6,709,711,o199,o199-i1,,
2639,2640,store_package,Resource10,709,714,o196,,o196-p1,
2642,2643,store_package,Resource12,710,715,o197,,o197-p1,
2643,2644,start_route,Resource15,710,713,o193,,,o193-p1-r1
2644,2645,place_order,Resource2,711,714,o201,,,
2645,2646,pick_item,Resource5,711,714,o199,o199-i0,,
2646,2647,pick_item,Resource6,711,714,o199,o199-i1,,
2647,2648,store_package,Resource11,711,716,o198,,o198-p1,
2648,2649,load_package,Resource16,711,716,o194,,,o194-p1-r1
2649,2650,check_availability,Resource7,712,716,o201,o201-i0,,
2650,2651,check_availability,Resource8,712,715,o201,o201-i1,,
2651,2652,start_route,Resource17,712,718,o195,,,o195-p1-r1
2652,2653,receive_payment,Resource4,713,719,o192,,,
2654,2655,load_package,Resource15,713,718,o193,,,o193-p1-r1
2655,2656,place_order,Resource2,714,717,o202,,,
2656,2657,receive_payment,Resource3,714,718,o194,,,
2657,2658,pack_items,Resource9,714,719,o199,,o199-p1,
2660,2661,pick_item,Resource5,715,719,o201,o201-i1,,
2661,2662,check_availability,Resource6,715,716,o202,o202-i0,,
2662,2663,check_availability,Resource8,715,716,o202,o202-i1,,
2664,2665,pick_item,Resource6,716,719,o201,o201-i0,,
2665,2666,pick_item,Resource7,716,717,o202,o202-i0,,
2666,2667,pick_item,Resource8,716,718,o202,o202-i1,,
2670,2671,place_order,Resource2,717,718,o204,,,
