,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1076,1077,place_order,Resource2,317,320,o80,,,
1177,1178,place_order,Resource3,344,347,o94,,,
1191,1192,check_availability,Resource6,347,348,o94,o94-i0,,
1192,1193,check_availability,Resource7,347,348,o94,o94-i1,,
1196,1197,pick_item,Resource8,348,350,o94,o94-i0,,
1201,1202,check_availability,Resource5,349,350,o80,o80-i0,,
1202,1203,check_availability,Resource7,349,351,o80,o80-i1,,
1204,1205,pick_item,Resource5,350,353,o94,o94-i1,,
1211,1212,place_order,Resource3,352,354,o90,,,
1222,1223,pack_items,Resource12,353,358,o94,,o94-p1,
1227,1228,send_invoice,Resource2,355,361,o94,,,
1238,1239,place_order,Resource1,359,362,o97,,,
1242,1243,check_availability,Resource5,360,362,o97,o97-i0,,
1243,1244,check_availability,Resource6,360,362,o97,o97-i1,,
1244,1245,store_package,Resource11,360,365,o94,,o94-p1,
1251,1252,pick_item,Resource5,362,363,o97,o97-i0,,
1252,1253,pick_item,Resource6,362,365,o97,o97-i1,,
1262,1263,pack_items,Resource11,365,370,o97,,o97-p1,
1266,1267,start_route,Resource17,365,371,o94,,,o94-p1-r1
1271,1272,receive_payment,Resource2,367,371,o94,,,
1280,1281,place_order,Resource2,371,374,o101,,,
1281,1282,send_invoice,Resource3,371,375,o97,,,
1282,1283,store_package,Resource9,371,376,o97,,o97-p1,
1283,1284,load_package,Resource15,371,375,o94,,,o94-p1-r1
1285,1286,place_order,Resource1,372,374,o102,,,
1287,1288,check_availability,Resource5,372,375,o101,o101-i0,,
1288,1289,check_availability,Resource6,372,374,o101,o101-i1,,
1290,1291,check_availability,Resource7,373,376,o102,o102-i0,,
1291,1292,check_availability,Resource8,373,374,o102,o102-i1,,
1296,1297,pick_item,Resource6,374,374,o101,o101-i1,,
1297,1298,pick_item,Resource8,374,375,o102,o102-i1,,
1300,1301,receive_payment,Resource3,375,380,o97,,,
1301,1302,pick_item,Resource5,375,377,o101,o101-i0,,
1303,1304,deliver_package,Resource15,375,381,o94,,,o94-p1-r1
1304,1305,pick_item,Resource6,376,379,o102,o102-i0,,
1306,1307,start_route,Resource20,376,381,o97,,,o97-p1-r1
1307,1308,place_order,Resource4,377,379,o103,,,
1309,1310,check_availability,Resource5,378,382,o103,o103-i0,,
1310,1311,check_availability,Resource7,378,379,o103,o103-i1,,
1316,1317,pick_item,Resource6,379,382,o103,o103-i1,,
1319,1320,place_order,Resource2,381,384,o104,,,
1320,1321,pick_item,Resource7,381,384,o80,o80-i0,,
1321,1322,failed_delivery,Resource15,381,386,o94,,,o94-p1-r1
1322,1323,load_package,Resource20,381,386,o97,,,o97-p1-r1
1323,1324,pick_item,Resource5,382,384,o80,o80-i1,,
1324,1325,pick_item,Resource6,382,384,o103,o103-i0,,
1325,1326,check_availability,Resource8,382,383,o104,o104-i0,,
1328,1329,place_order,Resource3,383,386,o105,,,
1329,1330,check_availability,Resource8,383,384,o104,o104-i1,,
1330,1331,send_invoice,Resource2,384,389,o80,,,
1331,1332,check_availability,Resource5,384,385,o90,o90-i0,,
1332,1333,check_availability,Resource6,384,386,o90,o90-i1,,
1333,1334,pick_item,Resource7,384,385,o104,o104-i0,,
1334,1335,pick_item,Resource8,384,386,o104,o104-i1,,
1336,1337,check_availability,Resource5,385,388,o105,o105-i0,,
1337,1338,check_availability,Resource7,385,386,o105,o105-i1,,
1341,1342,place_order,Resource3,386,389,o106,,,
1342,1343,place_order,Resource4,386,389,o107,,,
1343,1344,pick_item,Resource6,386,388,o105,o105-i1,,
1344,1345,unload_package,Resource15,386,394,o94,,,o94-p1-r1
1345,1346,deliver_package,Resource19,386,393,o97,,,o97-p1-r1
1346,1347,check_availability,Resource7,387,388,o106,o106-i0,,
1347,1348,check_availability,Resource8,387,389,o106,o106-i1,,
1349,1350,place_order,Resource1,388,391,o108,,,
1350,1351,check_availability,Resource5,388,391,o107,o107-i0,,
1351,1352,check_availability,Resource6,388,390,o107,o107-i1,,
1352,1353,pick_item,Resource7,388,390,o105,o105-i0,,
1353,1354,place_order,Resource2,389,391,o100,,,
1354,1355,place_order,Resource3,389,390,o109,,,
1355,1356,pick_item,Resource8,389,390,o106,o106-i0,,
1356,1357,send_invoice,Resource3,390,397,o101,,,
1357,1358,send_invoice,Resource4,390,395,o102,,,
1358,1359,pick_item,Resource6,390,393,o106,o106-i1,,
1359,1360,check_availability,Resource7,390,393,o108,o108-i0,,
1360,1361,check_availability,Resource8,390,391,o108,o108-i1,,
1361,1362,pack_items,Resource9,390,394,o101,,o101-p1,
1362,1363,pack_items,Resource10,390,395,o102,,o102-p1,
1363,1364,pack_items,Resource11,390,394,o103,,o103-p1,
1364,1365,pack_items,Resource12,390,396,o104,,o104-p1,
1367,1368,send_invoice,Resource1,391,397,o103,,,
1368,1369,send_invoice,Resource2,391,397,o104,,,
1369,1370,pick_item,Resource5,391,391,o107,o107-i1,,
1370,1371,check_availability,Resource8,391,393,o109,o109-i0,,
1373,1374,check_availability,Resource5,392,396,o109,o109-i1,,
1374,1375,pick_item,Resource6,393,396,o107,o107-i0,,
1375,1376,pick_item,Resource7,393,396,o108,o108-i1,,
1376,1377,pick_item,Resource8,393,396,o108,o108-i0,,
1377,1378,failed_delivery,Resource17,393,397,o97,,,o97-p1-r1
1378,1379,pack_items,Resource9,394,399,o105,,o105-p1,
1379,1380,pack_items,Resource11,394,398,o106,,o106-p1,
1380,1381,end_route,Resource15,394,398,o94,,,o94-p1-r1
1381,1382,send_invoice,Resource4,395,401,o105,,,
1382,1383,store_package,Resource10,395,399,o101,,o101-p1,
1383,1384,start_route,Resource13,395,401,o94,,,o94-p1-r1
1384,1385,pick_item,Resource5,396,399,o109,o109-i0,,
1385,1386,pick_item,Resource6,396,397,o109,o109-i1,,
1386,1387,store_package,Resource12,396,400,o103,,o103-p1,
1388,1389,send_invoice,Resource1,397,403,o106,,,
1389,1390,send_invoice,Resource2,397,401,o107,,,
1390,1391,send_invoice,Resource3,397,402,o108,,,
1391,1392,unload_package,Resource16,397,402,o97,,,o97-p1-r1
1393,1394,store_package,Resource11,398,404,o102,,o102-p1,
1394,1395,store_package,Resource9,399,404,o104,,o104-p1,
1395,1396,pack_items,Resource10,399,404,o107,,o107-p1,
1396,1397,start_route,Resource15,399,404,o101,,,o101-p1-r1
1397,1398,pack_items,Resource12,400,406,o108,,o108-p1,
1398,1399,start_route,Resource18,400,405,o103,,,o103-p1-r1
1399,1400,send_invoice,Resource2,401,407,o109,,,
1400,1401,receive_payment,Resource4,401,406,o102,,,
1401,1402,load_package,Resource13,401,405,o94,,,o94-p1-r1
1403,1404,place_order,Resource3,402,404,o111,,,
1404,1405,end_route,Resource16,402,407,o97,,,o97-p1-r1
1406,1407,check_availability,Resource5,403,404,o111,o111-i0,,
1407,1408,check_availability,Resource6,403,404,o111,o111-i1,,
1410,1411,pick_item,Resource5,404,406,o111,o111-i0,,
1411,1412,pick_item,Resource6,404,407,o111,o111-i1,,
