,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
155,156,place_order,Resource1,63,66,o10,,,
197,198,place_order,Resource3,78,81,o21,,,
199,200,check_availability,Resource7,79,81,o21,o21-i0,,
200,201,check_availability,Resource8,79,80,o21,o21-i1,,
203,204,pick_item,Resource5,80,81,o21,o21-i1,,
209,210,pick_item,Resource5,81,83,o21,o21-i0,,
249,250,place_order,Resource4,92,96,o29,,,
259,260,check_availability,Resource8,95,98,o10,o10-i0,,
263,264,check_availability,Resource6,96,100,o10,o10-i1,,
274,275,check_availability,Resource6,100,101,o29,o29-i0,,
277,278,check_availability,Resource6,101,104,o29,o29-i1,,
282,283,place_order,Resource1,103,107,o20,,,
285,286,send_invoice,Resource2,104,109,o21,,,
290,291,pack_items,Resource9,104,107,o21,,o21-p1,
295,296,pick_item,Resource5,105,107,o29,o29-i0,,
297,298,pick_item,Resource6,106,110,o29,o29-i1,,
309,310,store_package,Resource10,110,114,o21,,o21-p1,
317,318,start_route,Resource14,114,118,o21,,,o21-p1-r1
318,319,send_invoice,Resource2,115,121,o29,,,
319,320,place_order,Resource4,115,118,o31,,,
322,323,check_availability,Resource5,116,118,o31,o31-i0,,
323,324,check_availability,Resource6,116,118,o31,o31-i1,,
326,327,receive_payment,Resource1,118,123,o21,,,
327,328,place_order,Resource4,118,119,o32,,,
328,329,pick_item,Resource5,118,119,o31,o31-i0,,
329,330,pick_item,Resource6,118,122,o31,o31-i1,,
330,331,load_package,Resource14,118,124,o21,,,o21-p1-r1
332,333,check_availability,Resource5,119,120,o32,o32-i0,,
333,334,check_availability,Resource7,119,121,o32,o32-i1,,
334,335,pack_items,Resource9,119,124,o29,,o29-p1,
337,338,pick_item,Resource5,120,123,o32,o32-i0,,
338,339,place_order,Resource2,121,124,o33,,,
339,340,pick_item,Resource7,121,122,o32,o32-i1,,
344,345,check_availability,Resource6,122,125,o33,o33-i0,,
345,346,check_availability,Resource7,122,125,o33,o33-i1,,
346,347,place_order,Resource1,123,124,o34,,,
354,355,check_availability,Resource5,124,125,o34,o34-i0,,
355,356,check_availability,Resource8,124,126,o34,o34-i1,,
356,357,store_package,Resource9,124,130,o29,,o29-p1,
357,358,deliver_package,Resource14,124,128,o21,,,o21-p1-r1
358,359,place_order,Resource4,125,128,o35,,,
359,360,pick_item,Resource5,125,126,o33,o33-i0,,
360,361,pick_item,Resource6,125,126,o33,o33-i1,,
361,362,pick_item,Resource7,125,128,o34,o34-i0,,
364,365,pick_item,Resource5,126,130,o34,o34-i1,,
365,366,check_availability,Resource6,126,128,o35,o35-i0,,
366,367,check_availability,Resource8,126,128,o35,o35-i1,,
370,371,pick_item,Resource6,128,130,o35,o35-i0,,
371,372,pick_item,Resource7,128,132,o35,o35-i1,,
372,373,failed_delivery,Resource13,128,132,o21,,,o21-p1-r1
376,377,place_order,Resource3,129,132,o36,,,
377,378,pick_item,Resource8,129,132,o10,o10-i0,,
380,381,place_order,Resource2,130,131,o37,,,
381,382,check_availability,Resource5,130,132,o36,o36-i0,,
382,383,check_availability,Resource6,130,133,o36,o36-i1,,
385,386,receive_payment,Resource2,131,137,o29,,,
386,387,pick_item,Resource5,132,135,o10,o10-i1,,
387,388,check_availability,Resource7,132,133,o37,o37-i0,,
388,389,check_availability,Resource8,132,135,o37,o37-i1,,
389,390,start_route,Resource13,132,137,o29,,,o29-p1-r1
390,391,unload_package,Resource14,132,137,o21,,,o21-p1-r1
394,395,pick_item,Resource6,133,136,o36,o36-i0,,
395,396,pick_item,Resource7,133,134,o36,o36-i1,,
397,398,pick_item,Resource7,134,136,o37,o37-i0,,
398,399,send_invoice,Resource3,135,139,o10,,,
399,400,check_availability,Resource5,135,138,o20,o20-i0,,
400,401,check_availability,Resource8,135,136,o20,o20-i1,,
402,403,place_order,Resource1,136,138,o30,,,
403,404,pick_item,Resource6,136,138,o37,o37-i1,,
405,406,send_invoice,Resource2,137,142,o31,,,
406,407,send_invoice,Resource4,137,142,o32,,,
408,409,pack_items,Resource10,137,142,o32,,o32-p1,
409,410,pack_items,Resource11,137,142,o33,,o33-p1,
410,411,pack_items,Resource12,137,140,o34,,o34-p1,
412,413,end_route,Resource14,137,140,o21,,,o21-p1-r1
414,415,load_package,Resource15,138,143,o29,,,o29-p1-r1
415,416,start_route,Resource17,138,143,o21,,,o21-p1-r1
