,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2199,2200,place_order,Resource1,595,597,o160,,,
2330,2331,check_availability,Resource6,627,628,o160,o160-i0,,
2331,2332,check_availability,Resource7,627,629,o160,o160-i1,,
2333,2334,place_order,Resource2,628,631,o170,,,
2434,2435,place_order,Resource3,654,656,o187,,,
2438,2439,check_availability,Resource8,655,656,o187,o187-i0,,
2443,2444,place_order,Resource3,656,659,o188,,,
2444,2445,check_availability,Resource8,656,658,o187,o187-i1,,
2446,2447,pick_item,Resource5,657,660,o187,o187-i0,,
2449,2450,place_order,Resource4,658,661,o180,,,
2450,2451,check_availability,Resource6,658,659,o188,o188-i0,,
2451,2452,check_availability,Resource7,658,660,o188,o188-i1,,
2457,2458,pick_item,Resource6,659,662,o160,o160-i0,,
2462,2463,pick_item,Resource5,660,663,o160,o160-i1,,
2463,2464,check_availability,Resource7,660,661,o170,o170-i0,,
2468,2469,check_availability,Resource7,661,663,o170,o170-i1,,
2473,2474,pick_item,Resource6,662,662,o187,o187-i1,,
2474,2475,pick_item,Resource8,662,663,o188,o188-i0,,
2477,2478,pick_item,Resource5,663,665,o188,o188-i1,,
2480,2481,send_invoice,Resource3,664,669,o160,,,
2484,2485,pack_items,Resource9,665,670,o187,,o187-p1,
2493,2494,place_order,Resource3,669,672,o189,,,
2498,2499,check_availability,Resource5,670,673,o189,o189-i0,,
2499,2500,check_availability,Resource6,670,671,o189,o189-i1,,
2501,2502,pack_items,Resource11,670,674,o188,,o188-p1,
2502,2503,pick_item,Resource6,671,675,o189,o189-i1,,
2504,2505,send_invoice,Resource3,672,678,o187,,,
2505,2506,pick_item,Resource5,673,675,o189,o189-i0,,
2507,2508,receive_payment,Resource1,674,681,o160,,,
2508,2509,send_invoice,Resource4,674,678,o188,,,
2509,2510,pack_items,Resource9,674,681,o160,,o160-p1,
2513,2514,store_package,Resource10,675,682,o187,,o187-p1,
2514,2515,store_package,Resource12,675,681,o188,,o188-p1,
2520,2521,place_order,Resource4,678,680,o191,,,
2521,2522,pack_items,Resource11,678,683,o189,,o189-p1,
2524,2525,check_availability,Resource5,679,682,o191,o191-i0,,
2525,2526,check_availability,Resource6,679,680,o191,o191-i1,,
2530,2531,place_order,Resource4,680,682,o192,,,
2531,2532,pick_item,Resource6,680,681,o191,o191-i1,,
2533,2534,place_order,Resource1,681,684,o193,,,
2534,2535,check_availability,Resource6,681,682,o192,o192-i0,,
2535,2536,check_availability,Resource7,681,683,o192,o192-i1,,
2536,2537,store_package,Resource9,681,686,o160,,o160-p1,
2537,2538,start_route,Resource13,681,686,o188,,,o188-p1-r1
2539,2540,send_invoice,Resource4,682,688,o189,,,
2540,2541,pick_item,Resource5,682,683,o191,o191-i0,,
2541,2542,pick_item,Resource6,682,685,o192,o192-i0,,
2542,2543,check_availability,Resource8,682,685,o193,o193-i0,,
2544,2545,start_route,Resource20,682,687,o187,,,o187-p1-r1
2545,2546,place_order,Resource2,683,685,o194,,,
2546,2547,check_availability,Resource5,683,685,o193,o193-i1,,
2547,2548,pick_item,Resource7,683,686,o192,o192-i1,,
2548,2549,store_package,Resource10,683,688,o189,,o189-p1,
2553,2554,check_availability,Resource5,685,686,o194,o194-i0,,
2554,2555,check_availability,Resource6,685,687,o194,o194-i1,,
2555,2556,pick_item,Resource8,685,687,o193,o193-i0,,
2559,2560,pick_item,Resource5,686,690,o193,o193-i1,,
2560,2561,pick_item,Resource7,686,688,o194,o194-i0,,
2561,2562,start_route,Resource13,686,691,o160,,,o160-p1-r1
2562,2563,load_package,Resource16,686,692,o188,,,o188-p1-r1
2563,2564,pick_item,Resource6,687,690,o194,o194-i1,,
2564,2565,load_package,Resource20,687,693,o187,,,o187-p1-r1
2565,2566,place_order,Resource3,688,690,o195,,,
2566,2567,place_order,Resource4,688,690,o196,,,
2568,2569,check_availability,Resource7,689,692,o195,o195-i0,,
2569,2570,check_availability,Resource8,689,690,o195,o195-i1,,
2572,2573,receive_payment,Resource3,690,695,o188,,,
2573,2574,place_order,Resource4,690,693,o197,,,
2574,2575,check_availability,Resource5,690,692,o180,o180-i0,,
2575,2576,check_availability,Resource6,690,691,o180,o180-i1,,
2576,2577,check_availability,Resource8,690,692,o196,o196-i0,,
2577,2578,start_route,Resource17,690,695,o189,,,o189-p1-r1
2579,2580,check_availability,Resource6,691,693,o196,o196-i1,,
2582,2583,pick_item,Resource5,692,695,o170,o170-i0,,
2583,2584,pick_item,Resource7,692,695,o195,o195-i1,,
2584,2585,check_availability,Resource8,692,694,o197,o197-i0,,
2587,2588,place_order,Resource4,693,695,o190,,,
