,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
0,1,place_order,Resource1,5,7,o1,,,
1,2,check_availability,Resource5,6,10,o1,o1-i0,,
2,3,check_availability,Resource6,6,9,o1,o1-i1,,
3,4,place_order,Resource1,7,10,o2,,,
4,5,place_order,Resource2,8,12,o3,,,
5,6,check_availability,Resource7,8,11,o2,o2-i0,,
6,7,check_availability,Resource8,8,9,o2,o2-i1,,
7,8,pick_item,Resource6,9,12,o1,o1-i1,,
8,9,pick_item,Resource8,9,12,o2,o2-i1,,
9,10,check_availability,Resource5,10,13,o3,o3-i0,,
10,11,place_order,Resource1,11,15,o4,,,
11,12,check_availability,Resource7,11,12,o3,o3-i1,,
12,13,place_order,Resource2,12,15,o5,,,
13,14,pick_item,Resource6,12,13,o1,o1-i0,,
14,15,pick_item,Resource7,12,14,o2,o2-i0,,
15,16,pick_item,Resource8,12,15,o3,o3-i1,,
16,17,send_invoice,Resource3,13,20,o1,,,
17,18,check_availability,Resource5,13,15,o4,o4-i0,,
18,19,check_availability,Resource6,13,15,o4,o4-i1,,
19,20,pack_items,Resource9,13,18,o1,,o1-p1,
20,21,send_invoice,Resource4,14,19,o2,,,
21,22,pick_item,Resource7,14,16,o3,o3-i0,,
22,23,pack_items,Resource10,14,18,o2,,o2-p1,
23,24,place_order,Resource1,15,17,o6,,,
24,25,check_availability,Resource5,15,16,o5,o5-i0,,
25,26,check_availability,Resource6,15,18,o5,o5-i1,,
26,27,pick_item,Resource8,15,18,o4,o4-i0,,
27,28,send_invoice,Resource2,16,23,o3,,,
28,29,pick_item,Resource5,16,18,o4,o4-i1,,
29,30,pick_item,Resource7,16,18,o5,o5-i0,,
30,31,pack_items,Resource11,16,20,o3,,o3-p1,
31,32,place_order,Resource1,17,20,o7,,,
32,33,check_availability,Resource5,18,21,o6,o6-i0,,
33,34,check_availability,Resource6,18,19,o6,o6-i1,,
34,35,pick_item,Resource7,18,18,o5,o5-i1,,
35,36,check_availability,Resource8,18,19,o7,o7-i0,,
36,37,store_package,Resource9,18,23,o1,,o1-p1,
37,38,store_package,Resource10,18,21,o2,,o2-p1,
38,39,pack_items,Resource12,18,21,o4,,o4-p1,
40,41,check_availability,Resource6,19,20,o7,o7-i1,,
41,42,pick_item,Resource7,19,21,o6,o6-i1,,
42,43,pick_item,Resource8,19,22,o7,o7-i0,,
44,45,place_order,Resource3,20,21,o8,,,
45,46,pick_item,Resource6,20,22,o7,o7-i1,,
48,49,pick_item,Resource5,21,22,o6,o6-i0,,
49,50,check_availability,Resource7,21,23,o8,o8-i0,,
