,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1353,1354,place_order,Resource2,389,391,o100,,,
1461,1462,place_order,Resource4,417,420,o115,,,
1468,1469,check_availability,Resource6,419,420,o115,o115-i0,,
1469,1470,check_availability,Resource8,419,419,o115,o115-i1,,
1475,1476,pick_item,Resource5,420,421,o115,o115-i1,,
1476,1477,pick_item,Resource6,420,421,o115,o115-i0,,
1479,1480,check_availability,Resource5,421,424,o100,o100-i0,,
1480,1481,check_availability,Resource6,421,422,o100,o100-i1,,
1483,1484,place_order,Resource2,422,424,o110,,,
1502,1503,pack_items,Resource9,426,431,o115,,o115-p1,
1505,1506,send_invoice,Resource4,427,433,o115,,,
1534,1535,place_order,Resource3,435,438,o121,,,
1540,1541,check_availability,Resource7,436,439,o121,o121-i0,,
1541,1542,check_availability,Resource8,436,438,o121,o121-i1,,
1542,1543,store_package,Resource9,436,442,o115,,o115-p1,
1545,1546,place_order,Resource3,438,441,o122,,,
1546,1547,pick_item,Resource5,438,439,o121,o121-i1,,
1548,1549,pick_item,Resource5,439,442,o121,o121-i0,,
1549,1550,check_availability,Resource6,439,440,o122,o122-i0,,
1550,1551,check_availability,Resource7,439,441,o122,o122-i1,,
1554,1555,pick_item,Resource6,440,443,o122,o122-i0,,
1557,1558,place_order,Resource1,441,444,o123,,,
1559,1560,pick_item,Resource7,441,444,o122,o122-i1,,
1561,1562,check_availability,Resource5,442,444,o123,o123-i0,,
1562,1563,check_availability,Resource8,442,445,o123,o123-i1,,
1564,1565,start_route,Resource17,442,447,o115,,,o115-p1-r1
1566,1567,receive_payment,Resource4,443,447,o115,,,
1569,1570,pick_item,Resource5,444,446,o123,o123-i0,,
1575,1576,pick_item,Resource6,445,447,o123,o123-i1,,
1580,1581,place_order,Resource4,447,450,o124,,,
1581,1582,load_package,Resource17,447,453,o115,,,o115-p1-r1
1582,1583,place_order,Resource2,448,450,o125,,,
1583,1584,check_availability,Resource5,448,450,o124,o124-i0,,
1584,1585,check_availability,Resource6,448,449,o124,o124-i1,,
1588,1589,pick_item,Resource6,449,450,o124,o124-i1,,
1589,1590,check_availability,Resource7,449,451,o125,o125-i0,,
1590,1591,check_availability,Resource8,449,453,o125,o125-i1,,
1594,1595,place_order,Resource3,450,453,o126,,,
1596,1597,pick_item,Resource5,450,454,o124,o124-i0,,
1599,1600,pick_item,Resource6,451,454,o125,o125-i0,,
1600,1601,check_availability,Resource7,451,454,o126,o126-i0,,
1604,1605,place_order,Resource3,453,456,o127,,,
1605,1606,pick_item,Resource8,453,456,o100,o100-i1,,
1607,1608,place_order,Resource1,454,457,o128,,,
1608,1609,check_availability,Resource5,454,455,o110,o110-i0,,
1609,1610,check_availability,Resource6,454,455,o110,o110-i1,,
1610,1611,check_availability,Resource7,454,457,o126,o126-i1,,
1612,1613,deliver_package,Resource18,454,459,o115,,,o115-p1-r1
1613,1614,place_order,Resource4,455,459,o129,,,
1614,1615,pick_item,Resource5,455,457,o100,o100-i0,,
1615,1616,pick_item,Resource6,455,458,o125,o125-i1,,
1618,1619,pick_item,Resource8,456,459,o126,o126-i0,,
1619,1620,send_invoice,Resource1,457,464,o100,,,
1620,1621,place_order,Resource2,457,459,o120,,,
