,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
928,929,place_order,Resource4,280,282,o70,,,
1059,1060,check_availability,Resource5,312,314,o70,o70-i0,,
1060,1061,check_availability,Resource6,312,314,o70,o70-i1,,
1076,1077,place_order,Resource2,317,320,o80,,,
1177,1178,place_order,Resource3,344,347,o94,,,
1181,1182,pick_item,Resource5,345,349,o70,o70-i0,,
1182,1183,pick_item,Resource7,345,347,o70,o70-i1,,
1185,1186,place_order,Resource4,346,349,o95,,,
1191,1192,check_availability,Resource6,347,348,o94,o94-i0,,
1192,1193,check_availability,Resource7,347,348,o94,o94-i1,,
1194,1195,check_availability,Resource6,348,350,o95,o95-i0,,
1195,1196,check_availability,Resource7,348,349,o95,o95-i1,,
1196,1197,pick_item,Resource8,348,350,o94,o94-i0,,
1200,1201,send_invoice,Resource2,349,355,o70,,,
1201,1202,check_availability,Resource5,349,350,o80,o80-i0,,
1202,1203,check_availability,Resource7,349,351,o80,o80-i1,,
1204,1205,pick_item,Resource5,350,353,o94,o94-i1,,
1205,1206,pick_item,Resource6,350,353,o95,o95-i1,,
1206,1207,pick_item,Resource8,350,353,o95,o95-i0,,
1208,1209,place_order,Resource4,351,353,o96,,,
1211,1212,place_order,Resource3,352,354,o90,,,
1212,1213,check_availability,Resource7,352,353,o96,o96-i0,,
1217,1218,check_availability,Resource5,353,356,o96,o96-i1,,
1218,1219,pick_item,Resource6,353,354,o96,o96-i0,,
1222,1223,pack_items,Resource12,353,358,o94,,o94-p1,
1227,1228,send_invoice,Resource2,355,361,o94,,,
1230,1231,pick_item,Resource5,356,359,o96,o96-i1,,
1231,1232,send_invoice,Resource4,357,361,o95,,,
1232,1233,pack_items,Resource10,357,361,o95,,o95-p1,
1238,1239,place_order,Resource1,359,362,o97,,,
1241,1242,send_invoice,Resource3,360,367,o96,,,
1242,1243,check_availability,Resource5,360,362,o97,o97-i0,,
1243,1244,check_availability,Resource6,360,362,o97,o97-i1,,
1244,1245,store_package,Resource11,360,365,o94,,o94-p1,
1247,1248,receive_payment,Resource2,361,367,o70,,,
1248,1249,place_order,Resource4,361,364,o98,,,
1249,1250,pack_items,Resource10,361,367,o70,,o70-p1,
1251,1252,pick_item,Resource5,362,363,o97,o97-i0,,
1252,1253,pick_item,Resource6,362,365,o97,o97-i1,,
1253,1254,check_availability,Resource7,362,366,o98,o98-i0,,
1254,1255,check_availability,Resource8,362,364,o98,o98-i1,,
1255,1256,pack_items,Resource12,363,369,o96,,o96-p1,
1257,1258,place_order,Resource4,364,366,o99,,,
1258,1259,pick_item,Resource5,364,365,o98,o98-i1,,
1259,1260,check_availability,Resource5,365,368,o99,o99-i0,,
1260,1261,check_availability,Resource6,365,366,o99,o99-i1,,
1261,1262,store_package,Resource9,365,371,o95,,o95-p1,
1262,1263,pack_items,Resource11,365,370,o97,,o97-p1,
1266,1267,start_route,Resource17,365,371,o94,,,o94-p1-r1
1268,1269,pick_item,Resource6,366,369,o98,o98-i0,,
1269,1270,pick_item,Resource7,366,367,o99,o99-i1,,
1271,1272,receive_payment,Resource2,367,371,o94,,,
1272,1273,receive_payment,Resource3,367,371,o95,,,
1273,1274,store_package,Resource10,367,373,o70,,o70-p1,
1275,1276,pick_item,Resource5,368,371,o99,o99-i0,,
1277,1278,store_package,Resource12,369,376,o96,,o96-p1,
1278,1279,pack_items,Resource11,370,374,o98,,o98-p1,
1280,1281,place_order,Resource2,371,374,o101,,,
1281,1282,send_invoice,Resource3,371,375,o97,,,
1282,1283,store_package,Resource9,371,376,o97,,o97-p1,
1283,1284,load_package,Resource15,371,375,o94,,,o94-p1-r1
1284,1285,start_route,Resource17,371,377,o95,,,o95-p1-r1
1285,1286,place_order,Resource1,372,374,o102,,,
1286,1287,send_invoice,Resource4,372,377,o98,,,
1287,1288,check_availability,Resource5,372,375,o101,o101-i0,,
1288,1289,check_availability,Resource6,372,374,o101,o101-i1,,
1290,1291,check_availability,Resource7,373,376,o102,o102-i0,,
1291,1292,check_availability,Resource8,373,374,o102,o102-i1,,
1292,1293,pack_items,Resource10,373,378,o99,,o99-p1,
1293,1294,start_route,Resource18,373,378,o70,,,o70-p1-r1
1294,1295,send_invoice,Resource1,374,380,o99,,,
1295,1296,receive_payment,Resource2,374,380,o96,,,
1296,1297,pick_item,Resource6,374,374,o101,o101-i1,,
1297,1298,pick_item,Resource8,374,375,o102,o102-i1,,
1298,1299,store_package,Resource11,374,378,o98,,o98-p1,
1300,1301,receive_payment,Resource3,375,380,o97,,,
1301,1302,pick_item,Resource5,375,377,o101,o101-i0,,
1303,1304,deliver_package,Resource15,375,381,o94,,,o94-p1-r1
1304,1305,pick_item,Resource6,376,379,o102,o102-i0,,
1305,1306,start_route,Resource19,376,382,o96,,,o96-p1-r1
1306,1307,start_route,Resource20,376,381,o97,,,o97-p1-r1
1307,1308,place_order,Resource4,377,379,o103,,,
1308,1309,load_package,Resource17,377,382,o95,,,o95-p1-r1
1309,1310,check_availability,Resource5,378,382,o103,o103-i0,,
1310,1311,check_availability,Resource7,378,379,o103,o103-i1,,
1316,1317,pick_item,Resource6,379,382,o103,o103-i1,,
1325,1326,check_availability,Resource8,382,383,o104,o104-i0,,
