,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
282,283,place_order,Resource1,103,107,o20,,,
399,400,check_availability,Resource5,135,138,o20,o20-i0,,
400,401,check_availability,Resource8,135,136,o20,o20-i1,,
402,403,place_order,Resource1,136,138,o30,,,
514,515,pick_item,Resource6,167,171,o20,o20-i1,,
520,521,check_availability,Resource5,169,173,o30,o30-i0,,
521,522,check_availability,Resource7,169,171,o30,o30-i1,,
522,523,pick_item,Resource8,169,171,o20,o20-i0,,
525,526,place_order,Resource3,170,172,o46,,,
527,528,send_invoice,Resource2,171,176,o20,,,
528,529,place_order,Resource4,171,172,o47,,,
531,532,check_availability,Resource8,171,174,o46,o46-i0,,
534,535,check_availability,Resource7,172,175,o46,o46-i1,,
536,537,check_availability,Resource5,173,176,o47,o47-i0,,
538,539,check_availability,Resource8,174,177,o47,o47-i1,,
541,542,pick_item,Resource6,175,178,o46,o46-i0,,
542,543,pick_item,Resource7,175,178,o46,o46-i1,,
544,545,pick_item,Resource5,176,179,o47,o47-i0,,
545,546,place_order,Resource1,177,181,o40,,,
547,548,pick_item,Resource8,177,178,o47,o47-i1,,
565,566,pack_items,Resource12,182,188,o46,,o46-p1,
567,568,send_invoice,Resource3,183,189,o46,,,
568,569,pack_items,Resource10,183,188,o47,,o47-p1,
571,572,send_invoice,Resource4,184,190,o47,,,
580,581,place_order,Resource2,189,193,o49,,,
581,582,place_order,Resource3,189,191,o51,,,
584,585,check_availability,Resource5,190,194,o49,o49-i0,,
585,586,check_availability,Resource6,190,193,o49,o49-i1,,
586,587,check_availability,Resource7,190,193,o51,o51-i0,,
587,588,check_availability,Resource8,190,190,o51,o51-i1,,
590,591,pick_item,Resource8,191,192,o51,o51-i1,,
592,593,place_order,Resource1,192,195,o52,,,
593,594,store_package,Resource12,192,196,o46,,o46-p1,
595,596,receive_payment,Resource2,193,200,o20,,,
596,597,pick_item,Resource6,193,195,o49,o49-i1,,
597,598,pick_item,Resource7,193,196,o51,o51-i0,,
598,599,check_availability,Resource8,193,194,o52,o52-i0,,
599,600,check_availability,Resource5,194,195,o52,o52-i1,,
600,601,pick_item,Resource8,194,195,o49,o49-i0,,
601,602,pack_items,Resource10,194,198,o20,,o20-p1,
602,603,store_package,Resource11,194,200,o47,,o47-p1,
607,608,place_order,Resource4,195,196,o53,,,
608,609,pick_item,Resource5,195,198,o52,o52-i0,,
609,610,pick_item,Resource6,195,199,o52,o52-i1,,
614,615,check_availability,Resource7,196,197,o53,o53-i0,,
615,616,check_availability,Resource8,196,200,o53,o53-i1,,
619,620,start_route,Resource19,196,202,o46,,,o46-p1-r1
620,621,pick_item,Resource7,197,200,o53,o53-i0,,
622,623,store_package,Resource10,198,204,o20,,o20-p1,
625,626,receive_payment,Resource2,200,206,o46,,,
626,627,pick_item,Resource5,200,203,o53,o53-i1,,
627,628,pack_items,Resource11,200,206,o49,,o49-p1,
628,629,start_route,Resource20,200,206,o47,,,o47-p1-r1
629,630,place_order,Resource1,201,203,o54,,,
630,631,receive_payment,Resource3,201,206,o47,,,
631,632,place_order,Resource4,201,201,o55,,,
635,636,pick_item,Resource6,202,203,o30,o30-i1,,
636,637,check_availability,Resource7,202,204,o54,o54-i0,,
637,638,check_availability,Resource8,202,203,o54,o54-i1,,
641,642,send_invoice,Resource1,203,210,o49,,,
642,643,check_availability,Resource5,203,206,o55,o55-i0,,
643,644,check_availability,Resource6,203,205,o55,o55-i1,,
644,645,pick_item,Resource8,203,205,o54,o54-i1,,
645,646,pick_item,Resource7,204,208,o30,o30-i0,,
646,647,start_route,Resource13,204,208,o20,,,o20-p1-r1
648,649,pick_item,Resource6,205,209,o54,o54-i0,,
649,650,pick_item,Resource8,205,208,o55,o55-i1,,
650,651,load_package,Resource17,205,211,o46,,,o46-p1-r1
651,652,place_order,Resource2,206,208,o56,,,
652,653,pick_item,Resource5,206,208,o55,o55-i0,,
653,654,store_package,Resource9,206,212,o49,,o49-p1,
657,658,load_package,Resource18,207,213,o47,,,o47-p1-r1
658,659,send_invoice,Resource2,208,214,o30,,,
659,660,check_availability,Resource5,208,211,o56,o56-i0,,
660,661,check_availability,Resource7,208,210,o56,o56-i1,,
661,662,load_package,Resource13,208,213,o20,,,o20-p1-r1
664,665,check_availability,Resource6,209,211,o40,o40-i0,,
665,666,check_availability,Resource8,209,212,o40,o40-i1,,
667,668,pick_item,Resource7,210,211,o56,o56-i1,,
669,670,place_order,Resource3,211,215,o50,,,
670,671,place_order,Resource4,211,213,o57,,,
671,672,pick_item,Resource5,211,213,o56,o56-i0,,
675,676,check_availability,Resource6,212,215,o57,o57-i0,,
676,677,check_availability,Resource7,212,213,o57,o57-i1,,
683,684,pick_item,Resource5,213,215,o57,o57-i1,,
