eid,Caseid,Activity,Resource,CompleteTimestamp
204,4507000907_00020,Create Purchase Order Item,user_172,370
267,4507001238_00260,Create Purchase Order Item,user_147,1545
384,4507001411_00040,Create Purchase Order Item,user_172,466
1062,4507003620_00150,Create Purchase Order Item,user_147,688
1084,4507003697_00020,Create Purchase Order Item,user_172,705
1142,4507003935_00010,Create Purchase Order Item,user_043,713
1147,4507003936_00010,Create Purchase Order Item,user_043,714
1148,4507003936_00010,Change Quantity,user_043,714
1151,4507003937_00010,Create Purchase Order Item,user_043,714
1152,4507003937_00010,Change Quantity,user_043,714
1156,4507003938_00010,Create Purchase Order Item,user_043,714
1157,4507003938_00010,Change Quantity,user_043,714
1164,4507003939_00010,Create Purchase Order Item,user_043,714
1167,4507003940_00010,Create Purchase Order Item,user_043,714
1168,4507003940_00010,Change Quantity,user_043,714
1171,4507003941_00010,Create Purchase Order Item,user_043,714
1174,4507003942_00010,Create Purchase Order Item,user_043,714
1175,4507003942_00010,Change Quantity,user_043,714
1178,4507003943_00010,Create Purchase Order Item,user_043,714
1724,4507004361_00030,Create Purchase Order Item,user_172,802
1726,4507004364_00040,Create Purchase Order Item,user_172,802
1744,4507004388_00020,Create Purchase Order Item,user_172,2315
1977,4507005157_00050,Create Purchase Order Item,user_043,858
2039,4507005362_00030,Create Purchase Order Item,user_216,1138
2040,4507005362_00030,Change Quantity,user_216,2174
2041,4507005362_00030,Vendor creates invoice,NONE,2448
2042,4507005362_00030,Vendor creates debit memo,NONE,2448
2048,4507005362_00050,Vendor creates invoice,NONE,2448
2049,4507005362_00050,Vendor creates debit memo,NONE,2448
2120,4507005429_00010,Create Purchase Order Item,user_072,878
2121,4507005429_00010,Vendor creates invoice,NONE,984
2282,4507006008_00010,Create Purchase Order Item,user_141,971
2530,4507006432_00030,Vendor creates invoice,NONE,1248
2557,4507006475_00010,Create Purchase Order Item,user_072,1016
2558,4507006475_00010,Change Price,user_072,2193
2559,4507006475_00010,Vendor creates invoice,NONE,2400
2970,4507007413_00050,Create Purchase Order Item,user_147,1125
3018,4507007448_00030,Create Purchase Order Item,user_038,1136
3021,4507007448_00040,Create Purchase Order Item,user_038,1136
3139,4507007884_00010,Create Purchase Order Item,user_147,1162
3142,4507007885_00010,Create Purchase Order Item,user_147,1163
3237,4507008236_00030,Create Purchase Order Item,user_147,1191
3449,4507008480_00010,Create Purchase Order Item,user_043,1214
3507,4507008666_00030,Vendor creates invoice,NONE,2256
3649,4507008844_00150,Create Purchase Order Item,user_147,1241
3650,4507008844_00150,Change Quantity,user_141,2027
3651,4507008844_00150,Change Quantity,user_141,2028
3748,4507009167_00010,Create Purchase Requisition Item,user_147,1296
3749,4507009167_00010,Create Purchase Order Item,user_147,1309
3750,4507009167_00010,Change Quantity,user_142,1742
