,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2472,2473,place_order,Resource1,795,798,o180,,,
2572,2573,check_availability,Resource5,827,832,o180,o180-i0,,
2573,2574,check_availability,Resource7,827,829,o180,o180-i1,,
2583,2584,place_order,Resource1,830,831,o190,,,
2680,2681,pick_item,Resource5,860,861,o180,o180-i1,,
2685,2686,check_availability,Resource5,862,864,o190,o190-i0,,
2686,2687,check_availability,Resource6,862,864,o190,o190-i1,,
2690,2691,pick_item,Resource7,863,864,o180,o180-i0,,
2694,2695,send_invoice,Resource1,864,869,o180,,,
2698,2699,place_order,Resource2,865,868,o200,,,
2792,2793,pick_item,Resource5,895,897,o190,o190-i0,,
2793,2794,pick_item,Resource6,895,897,o190,o190-i1,,
2796,2797,pack_items,Resource10,896,900,o180,,o180-p1,
2797,2798,send_invoice,Resource1,897,901,o190,,,
2798,2799,check_availability,Resource5,897,901,o200,o200-i0,,
2799,2800,check_availability,Resource6,897,900,o200,o200-i1,,
2806,2807,receive_payment,Resource2,900,906,o180,,,
2869,2870,place_order,Resource1,923,924,o210,,,
2881,2882,pack_items,Resource10,928,934,o190,,o190-p1,
2891,2892,pick_item,Resource7,931,932,o200,o200-i1,,
2893,2894,pick_item,Resource5,932,935,o200,o200-i0,,
2898,2899,receive_payment,Resource4,933,938,o190,,,
2903,2904,store_package,Resource9,934,940,o180,,o180-p1,
2907,2908,send_invoice,Resource1,935,942,o200,,,
2945,2946,place_order,Resource2,947,949,o221,,,
2950,2951,check_availability,Resource5,948,949,o221,o221-i0,,
2951,2952,check_availability,Resource6,948,950,o221,o221-i1,,
2956,2957,pick_item,Resource5,949,950,o221,o221-i0,,
2959,2960,pick_item,Resource5,950,953,o221,o221-i1,,
2961,2962,place_order,Resource2,951,954,o222,,,
2963,2964,check_availability,Resource6,952,953,o222,o222-i0,,
2964,2965,check_availability,Resource7,952,955,o222,o222-i1,,
2967,2968,place_order,Resource4,953,956,o223,,,
2968,2969,pick_item,Resource5,953,955,o222,o222-i0,,
2973,2974,check_availability,Resource6,954,954,o223,o223-i0,,
2974,2975,check_availability,Resource8,954,954,o223,o223-i1,,
2976,2977,check_availability,Resource5,955,959,o210,o210-i0,,
2977,2978,check_availability,Resource6,955,958,o210,o210-i1,,
2978,2979,pick_item,Resource7,955,957,o223,o223-i0,,
2979,2980,pick_item,Resource8,955,956,o223,o223-i1,,
2983,2984,pick_item,Resource8,956,959,o222,o222-i1,,
2992,2993,place_order,Resource1,962,964,o224,,,
2995,2996,place_order,Resource2,963,963,o225,,,
2996,2997,check_availability,Resource5,963,966,o224,o224-i0,,
2997,2998,check_availability,Resource6,963,965,o224,o224-i1,,
2999,3000,check_availability,Resource7,964,967,o225,o225-i0,,
3000,3001,check_availability,Resource8,964,965,o225,o225-i1,,
3001,3002,pick_item,Resource6,965,967,o224,o224-i1,,
3002,3003,pick_item,Resource8,965,968,o225,o225-i1,,
3003,3004,store_package,Resource9,965,970,o190,,o190-p1,
3005,3006,pick_item,Resource5,966,969,o224,o224-i0,,
3006,3007,pack_items,Resource10,966,973,o200,,o200-p1,
3007,3008,pick_item,Resource6,967,968,o225,o225-i0,,
3010,3011,place_order,Resource1,968,973,o226,,,
3011,3012,check_availability,Resource5,969,968,o226,o226-i0,,
3012,3013,check_availability,Resource6,969,972,o226,o226-i1,,
3014,3015,pick_item,Resource5,970,972,o226,o226-i0,,
3016,3017,start_route,Resource16,971,976,o180,,,o180-p1-r1
3017,3018,pick_item,Resource5,972,975,o226,o226-i1,,
3019,3020,receive_payment,Resource1,973,978,o200,,,
3020,3021,place_order,Resource2,973,974,o227,,,
3021,3022,check_availability,Resource6,974,977,o227,o227-i0,,
3022,3023,check_availability,Resource7,974,975,o227,o227-i1,,
3023,3024,pick_item,Resource5,975,977,o227,o227-i1,,
3024,3025,place_order,Resource2,976,978,o220,,,
3026,3027,send_invoice,Resource3,977,983,o221,,,
3027,3028,send_invoice,Resource4,977,983,o222,,,
3028,3029,pick_item,Resource5,977,978,o227,o227-i0,,
3029,3030,pack_items,Resource9,977,983,o221,,o221-p1,
3030,3031,pack_items,Resource10,977,982,o222,,o222-p1,
3032,3033,pack_items,Resource12,977,981,o224,,o224-p1,
3034,3035,send_invoice,Resource2,978,982,o225,,,
