,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1049,1050,place_order,Resource2,341,343,o80,,,
1169,1170,check_availability,Resource5,373,375,o80,o80-i0,,
1170,1171,check_availability,Resource6,373,375,o80,o80-i1,,
1198,1199,place_order,Resource2,382,383,o90,,,
1282,1283,pick_item,Resource5,406,408,o80,o80-i0,,
1283,1284,pick_item,Resource6,406,408,o80,o80-i1,,
1287,1288,send_invoice,Resource2,408,412,o80,,,
1306,1307,check_availability,Resource5,414,416,o90,o90-i0,,
1307,1308,check_availability,Resource6,414,415,o90,o90-i1,,
1363,1364,place_order,Resource1,439,441,o100,,,
1368,1369,pack_items,Resource10,439,443,o80,,o80-p1,
1378,1379,receive_payment,Resource4,444,450,o80,,,
1381,1382,pick_item,Resource5,446,447,o90,o90-i1,,
1385,1386,pick_item,Resource5,447,449,o90,o90-i0,,
1387,1388,send_invoice,Resource2,449,454,o90,,,
1453,1454,place_order,Resource1,471,474,o110,,,
1454,1455,check_availability,Resource5,471,474,o100,o100-i0,,
1455,1456,check_availability,Resource6,471,473,o100,o100-i1,,
1472,1473,store_package,Resource12,474,479,o80,,o80-p1,
1489,1490,pack_items,Resource10,480,484,o90,,o90-p1,
1504,1505,receive_payment,Resource2,485,491,o90,,,
1568,1569,check_availability,Resource7,503,505,o110,o110-i0,,
1569,1570,check_availability,Resource8,503,505,o110,o110-i1,,
1571,1572,pick_item,Resource5,504,506,o100,o100-i1,,
1573,1574,pick_item,Resource6,505,506,o100,o100-i0,,
1576,1577,send_invoice,Resource1,506,511,o100,,,
1588,1589,start_route,Resource18,510,516,o80,,,o80-p1-r1
1600,1601,store_package,Resource9,515,520,o90,,o90-p1,
1612,1613,place_order,Resource1,518,520,o125,,,
1613,1614,check_availability,Resource6,519,521,o125,o125-i0,,
1614,1615,check_availability,Resource7,519,522,o125,o125-i1,,
1618,1619,pick_item,Resource6,521,522,o125,o125-i0,,
1621,1622,pick_item,Resource6,522,525,o125,o125-i1,,
1629,1630,place_order,Resource1,527,531,o120,,,
1641,1642,send_invoice,Resource4,531,536,o125,,,
1642,1643,pack_items,Resource9,531,535,o125,,o125-p1,
1653,1654,pick_item,Resource6,536,539,o110,o110-i0,,
1654,1655,pick_item,Resource7,536,539,o110,o110-i1,,
1663,1664,pack_items,Resource9,539,543,o100,,o100-p1,
1665,1666,store_package,Resource12,539,543,o125,,o125-p1,
1668,1669,send_invoice,Resource1,540,547,o110,,,
1673,1674,place_order,Resource4,541,544,o131,,,
1675,1676,receive_payment,Resource3,542,547,o100,,,
1680,1681,check_availability,Resource5,543,545,o131,o131-i0,,
1681,1682,check_availability,Resource8,543,545,o131,o131-i1,,
1682,1683,start_route,Resource17,543,548,o125,,,o125-p1-r1
1684,1685,receive_payment,Resource4,544,549,o125,,,
1689,1690,pick_item,Resource5,545,548,o131,o131-i0,,
1690,1691,pick_item,Resource6,545,547,o131,o131-i1,,
1697,1698,load_package,Resource20,547,552,o80,,,o80-p1-r1
1703,1704,load_package,Resource13,549,554,o125,,,o125-p1-r1
1707,1708,start_route,Resource19,551,556,o90,,,o90-p1-r1
1710,1711,place_order,Resource1,553,555,o132,,,
1711,1712,place_order,Resource3,553,554,o133,,,
1712,1713,place_order,Resource4,553,555,o134,,,
1714,1715,check_availability,Resource5,554,554,o132,o132-i0,,
1715,1716,check_availability,Resource6,554,556,o132,o132-i1,,
1716,1717,check_availability,Resource7,554,556,o133,o133-i0,,
1717,1718,check_availability,Resource8,554,555,o133,o133-i1,,
1722,1723,place_order,Resource4,555,556,o135,,,
1723,1724,pick_item,Resource5,555,558,o132,o132-i0,,
1724,1725,check_availability,Resource8,555,557,o134,o134-i0,,
1725,1726,deliver_package,Resource15,555,562,o125,,,o125-p1-r1
1728,1729,check_availability,Resource6,556,559,o134,o134-i1,,
1729,1730,pick_item,Resource7,556,558,o133,o133-i1,,
1731,1732,pick_item,Resource8,557,558,o132,o132-i1,,
1733,1734,pick_item,Resource5,558,562,o133,o133-i0,,
1734,1735,check_availability,Resource7,558,561,o135,o135-i0,,
1735,1736,check_availability,Resource8,558,559,o135,o135-i1,,
1738,1739,check_availability,Resource6,559,562,o120,o120-i0,,
1739,1740,check_availability,Resource8,559,562,o120,o120-i1,,
1742,1743,place_order,Resource4,560,560,o136,,,
1744,1745,place_order,Resource1,561,564,o137,,,
1745,1746,pick_item,Resource7,561,562,o134,o134-i0,,
1747,1748,pick_item,Resource5,562,564,o134,o134-i1,,
1748,1749,pick_item,Resource6,562,564,o135,o135-i1,,
