,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
163,164,place_order,Resource2,70,71,o10,,,
253,254,place_order,Resource1,98,98,o20,,,
270,271,check_availability,Resource5,102,105,o10,o10-i0,,
271,272,check_availability,Resource6,102,104,o10,o10-i1,,
359,360,check_availability,Resource5,130,132,o20,o20-i0,,
360,361,check_availability,Resource6,130,132,o20,o20-i1,,
378,379,pick_item,Resource5,135,137,o10,o10-i1,,
385,386,pick_item,Resource6,136,137,o10,o10-i0,,
388,389,send_invoice,Resource3,137,144,o10,,,
404,405,place_order,Resource1,146,149,o30,,,
447,448,pick_item,Resource5,163,166,o20,o20-i0,,
448,449,pick_item,Resource6,163,167,o20,o20-i1,,
461,462,send_invoice,Resource3,167,172,o20,,,
463,464,pack_items,Resource11,168,174,o10,,o10-p1,
478,479,receive_payment,Resource3,175,180,o10,,,
488,489,check_availability,Resource5,178,180,o30,o30-i0,,
489,490,check_availability,Resource6,178,179,o30,o30-i1,,
538,539,pack_items,Resource9,198,204,o20,,o20-p1,
551,552,receive_payment,Resource1,203,207,o20,,,
555,556,store_package,Resource9,205,210,o10,,o10-p1,
556,557,place_order,Resource2,206,208,o40,,,
569,570,pick_item,Resource5,210,212,o30,o30-i1,,
572,573,pick_item,Resource6,211,214,o30,o30-i0,,
579,580,send_invoice,Resource3,214,219,o30,,,
641,642,place_order,Resource2,234,235,o50,,,
649,650,store_package,Resource9,235,239,o20,,o20-p1,
657,658,check_availability,Resource6,238,242,o40,o40-i0,,
658,659,check_availability,Resource7,238,239,o40,o40-i1,,
673,674,start_route,Resource15,241,246,o10,,,o10-p1-r1
686,687,place_order,Resource3,244,246,o61,,,
691,692,place_order,Resource4,245,246,o62,,,
692,693,check_availability,Resource5,245,248,o61,o61-i0,,
693,694,check_availability,Resource7,245,247,o61,o61-i1,,
694,695,pack_items,Resource9,245,249,o30,,o30-p1,
697,698,place_order,Resource4,246,248,o63,,,
