,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
556,557,place_order,Resource2,206,208,o40,,,
641,642,place_order,Resource2,234,235,o50,,,
657,658,check_availability,Resource6,238,242,o40,o40-i0,,
658,659,check_availability,Resource7,238,239,o40,o40-i1,,
780,781,place_order,Resource2,265,269,o60,,,
787,788,check_availability,Resource6,266,267,o50,o50-i0,,
794,795,check_availability,Resource6,267,268,o50,o50-i1,,
806,807,pick_item,Resource5,270,271,o40,o40-i1,,
818,819,pick_item,Resource5,273,273,o40,o40-i0,,
823,824,send_invoice,Resource2,275,282,o40,,,
901,902,check_availability,Resource7,297,299,o60,o60-i0,,
903,904,check_availability,Resource5,298,300,o60,o60-i1,,
905,906,pick_item,Resource6,299,300,o50,o50-i0,,
906,907,pick_item,Resource7,299,302,o50,o50-i1,,
918,919,send_invoice,Resource2,302,305,o50,,,
924,925,place_order,Resource3,304,307,o70,,,
935,936,pack_items,Resource9,305,309,o40,,o40-p1,
955,956,receive_payment,Resource3,314,318,o40,,,
1004,1005,place_order,Resource1,329,333,o84,,,
1008,1009,pick_item,Resource6,330,331,o60,o60-i0,,
1010,1011,check_availability,Resource8,330,333,o84,o84-i0,,
1014,1015,pick_item,Resource5,331,333,o60,o60-i1,,
1015,1016,check_availability,Resource6,331,333,o84,o84-i1,,
1021,1022,send_invoice,Resource1,333,339,o60,,,
1026,1027,pack_items,Resource9,333,338,o50,,o50-p1,
1030,1031,pick_item,Resource6,334,338,o84,o84-i0,,
1031,1032,pick_item,Resource7,334,336,o84,o84-i1,,
1034,1035,receive_payment,Resource2,336,341,o50,,,
1035,1036,check_availability,Resource7,336,338,o70,o70-i0,,
1037,1038,check_availability,Resource5,337,338,o70,o70-i1,,
1048,1049,store_package,Resource9,340,345,o40,,o40-p1,
1049,1050,place_order,Resource2,341,343,o80,,,
1069,1070,pack_items,Resource9,345,353,o84,,o84-p1,
1071,1072,send_invoice,Resource3,346,351,o84,,,
1113,1114,receive_payment,Resource2,356,360,o84,,,
1114,1115,store_package,Resource10,356,362,o84,,o84-p1,
1138,1139,start_route,Resource16,363,367,o84,,,o84-p1-r1
1141,1142,pack_items,Resource10,364,369,o60,,o60-p1,
1147,1148,place_order,Resource1,366,367,o92,,,
1148,1149,check_availability,Resource5,367,369,o92,o92-i0,,
1149,1150,check_availability,Resource6,367,368,o92,o92-i1,,
1154,1155,pick_item,Resource6,368,371,o92,o92-i1,,
1155,1156,pick_item,Resource5,369,370,o70,o70-i0,,
1156,1157,pick_item,Resource7,369,372,o70,o70-i1,,
1157,1158,pick_item,Resource8,369,370,o92,o92-i0,,
1158,1159,store_package,Resource10,369,375,o50,,o50-p1,
1161,1162,receive_payment,Resource1,370,373,o60,,,
1162,1163,load_package,Resource13,370,376,o84,,,o84-p1-r1
1166,1167,send_invoice,Resource2,372,377,o70,,,
1168,1169,place_order,Resource1,373,377,o93,,,
1169,1170,check_availability,Resource5,373,375,o80,o80-i0,,
1170,1171,check_availability,Resource6,373,375,o80,o80-i1,,
1173,1174,place_order,Resource3,374,377,o94,,,
1174,1175,check_availability,Resource7,374,376,o93,o93-i0,,
1175,1176,check_availability,Resource8,374,376,o93,o93-i1,,
1177,1178,check_availability,Resource5,375,376,o94,o94-i0,,
1178,1179,check_availability,Resource6,375,377,o94,o94-i1,,
1181,1182,pick_item,Resource5,376,378,o93,o93-i0,,
1182,1183,pick_item,Resource7,376,377,o93,o93-i1,,
1183,1184,pick_item,Resource8,376,377,o94,o94-i0,,
1184,1185,start_route,Resource13,376,380,o40,,,o40-p1-r1
1186,1187,pick_item,Resource6,377,379,o94,o94-i1,,
1187,1188,deliver_package,Resource20,377,382,o84,,,o84-p1-r1
1192,1193,place_order,Resource1,380,383,o95,,,
1195,1196,check_availability,Resource5,381,382,o95,o95-i0,,
1196,1197,check_availability,Resource6,381,382,o95,o95-i1,,
1198,1199,place_order,Resource2,382,383,o90,,,
1199,1200,pick_item,Resource5,382,384,o95,o95-i0,,
1200,1201,pick_item,Resource6,382,385,o95,o95-i1,,
1203,1204,send_invoice,Resource2,383,387,o92,,,
1204,1205,send_invoice,Resource3,383,388,o93,,,
